Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2006-09-12,29.425,29.425,29.153,29.269,5334
2006-09-13,29.269,29.76,29.269,29.425,85725
2006-09-14,29.736,30.117,29.425,29.744,119076
2006-09-15,29.736,30.973,29.736,30.623,229178
2006-09-18,30.778,31.665,30.63,31.549,116951
2006-09-19,31.549,31.688,31.276,31.432,14950
2006-09-20,30.98,32.131,30.98,32.023,86377
2006-09-21,31.743,33.057,31.743,32.754,36307
2006-09-22,32.225,32.225,31.743,32.015,19228
2006-09-25,31.898,32.521,31.898,32.521,7593
2006-09-26,32.598,32.598,31.821,31.821,129801
2006-09-27,31.821,31.821,30.475,30.739,212251
2006-09-28,31.128,31.432,30.809,31.051,9506
2006-09-29,31.354,31.432,30.661,30.973,25567
2006-10-02,31.432,31.432,30.895,30.973,44745
2006-10-03,30.973,30.973,30.506,30.958,15702
2006-10-04,30.958,31.276,30.195,30.973,19577
2006-10-05,30.973,31.354,30.973,31.354,22327
2006-10-06,31.743,31.743,31.276,31.276,16365
2006-10-09,31.276,31.276,30.28,30.973,27301
2006-10-10,31.354,31.587,30.973,31.159,139057
2006-10-11,31.159,31.976,31.159,31.509,38833
2006-10-12,31.354,31.665,31.051,31.587,26084
2006-10-13,31.587,32.054,31.587,32.054,29682
2006-10-16,31.821,31.898,31.432,31.743,68692
2006-10-17,31.743,31.898,30.584,30.77,56854
2006-10-18,30.545,30.973,30.226,30.506,15372
2006-10-19,30.351,30.351,30.117,30.195,44392
2006-10-20,30.218,30.226,29.347,29.612,22954
2006-10-23,30.778,30.778,29.612,29.806,25395
2006-10-24,29.884,30.258,29.433,29.806,45579
2006-10-25,30.195,31.051,29.651,31.051,25000
2006-10-26,30.584,31.058,30.195,30.195,25915
2006-10-27,30.203,31.587,30.203,31.051,19778
2006-10-30,31.051,31.587,30.661,31.587,14641
2006-10-31,31.759,32.163,31.587,31.587,108266
2006-11-02,32.054,32.131,31.665,31.898,314390
2006-11-03,31.665,32.676,31.665,32.521,36339
2006-11-06,32.365,32.832,32.365,32.676,40323
2006-11-07,32.902,34.683,32.902,34.683,71243
2006-11-08,34.761,35.383,34.683,35.266,54603
2006-11-09,35.538,35.85,35.538,35.811,228088
2006-11-10,35.616,35.616,34.115,34.839,94689
2006-11-13,34.761,34.761,34.068,34.302,9221
2006-11-14,34.302,35.609,34.068,35.228,31204
2006-11-15,35.461,35.538,34.932,35.228,51395
2006-11-16,34.691,35.616,34.691,35.616,17078
2006-11-17,35.616,35.772,35.313,35.593,173270
2006-11-20,35.616,37.475,35.461,37.398,162395
2006-11-21,37.631,38.635,37.631,38.635,103463
2006-11-22,38.712,38.712,37.709,37.865,107743
2006-11-23,37.553,37.934,36.853,37.553,45101
2006-11-24,37.242,37.437,36.386,37.437,13640
2006-11-27,37.437,38.549,37.165,38.549,13961
2006-11-28,36.736,38.284,36.472,37.934,17441
2006-11-29,37.934,37.934,37.522,37.631,16116
2006-11-30,37.25,38.284,37.25,38.168,35044
2006-12-01,38.168,39.1,37.934,39.023,130223
2006-12-04,39.1,39.793,38.712,39.793,55411
2006-12-05,39.49,39.793,38.635,39.793,79818
2006-12-06,39.49,39.676,38.635,38.635,110658
2006-12-07,38.09,39.676,38.09,39.412,41436
2006-12-08,38.828,39.638,38.323,39.568,6145
2006-12-11,39.49,39.49,38.712,38.712,4560
2006-12-12,38.712,38.712,37.865,38.206,11929
2006-12-13,37.934,38.323,37.934,38.206,8034
2006-12-14,37.934,38.712,37.934,38.245,102646
2006-12-15,38.323,39.062,37.203,38.712,61250
2006-12-18,39.1,40.26,38.79,39.871,76249
2006-12-19,40.493,40.96,38.712,38.945,73376
2006-12-20,38.945,39.49,36.425,37.934,50159
2006-12-21,37.553,38.945,37.553,38.556,39009
2006-12-22,38.401,38.556,37.553,37.934,23644
2006-12-27,38.323,38.712,38.129,38.673,7300
2006-12-28,38.712,38.712,37.934,37.934,16327
2006-12-29,38.013,38.868,37.934,38.868,16025
2007-01-02,38.673,40.571,38.277,40.571,24566
2007-01-03,41.418,42.819,40.649,42.819,148054
2007-01-04,42.158,42.742,41.302,42.585,75475
2007-01-05,43.239,43.745,42.08,43.355,33005
2007-01-08,43.512,44.056,41.925,43.433,43471
2007-01-09,43.745,46.452,43.745,46.452,240046
2007-01-10,46.031,46.452,45.682,45.876,373184
2007-01-11,45.876,46.84,44.289,46.452,65178
2007-01-12,47.074,49.438,46.452,49.011,308490
2007-01-15,48.777,54.198,48.777,52.884,275906
2007-01-16,52.884,53.343,49.399,51.873,155476
2007-01-17,51.103,52.651,51.103,52.378,127064
2007-01-18,52.418,54.121,52.418,53.809,159421
2007-01-19,53.731,54.043,50.403,52.962,121787
2007-01-22,52.962,53.04,50.636,50.636,90663
2007-01-23,50.636,51.873,48.155,51.873,49101
2007-01-24,51.951,53.343,51.873,52.301,45159
2007-01-25,52.261,53.04,51.873,52.651,260108
2007-01-26,50.714,51.873,50.714,51.367,30241
2007-01-29,51.336,51.336,49.594,50.714,69369
2007-01-30,49.555,49.897,48.427,49.477,54634
2007-01-31,48.699,50.947,48.661,50.014,29718
2007-02-01,50.519,50.519,48.972,49.555,430806
2007-02-02,49.633,49.633,48.699,49.361,120345
2007-02-05,49.555,49.555,48.661,49.283,35774
2007-02-06,48.816,49.166,48.389,48.389,68283
2007-02-07,48.232,48.777,47.462,47.462,24968
2007-02-08,46.452,47.851,46.452,46.607,133519
2007-02-09,46.762,46.762,45.759,46.226,99808
2007-02-12,46.374,47.851,44.904,44.904,903172
2007-02-13,44.561,46.226,44.561,45.292,320119
2007-02-14,46.452,46.84,45.292,46.452,21026
2007-02-15,46.452,47.929,45.837,47.929,39603
2007-02-16,47.929,49.555,46.529,49.555,24172
2007-02-19,49.555,49.936,49.399,49.477,58831
2007-02-20,49.477,49.477,47.929,48.466,26087
2007-02-21,49.283,49.283,48.155,48.232,47174
2007-02-22,48.972,48.972,48.232,48.31,92811
2007-02-23,48.077,48.272,47.269,48.232,168054
2007-02-26,47.541,49.244,47.462,47.774,35424
2007-02-27,46.452,47.541,45.682,45.759,370301
2007-02-28,45.059,48.466,44.6,48.466,202300
2007-03-01,48.699,48.699,45.915,46.452,84991
2007-03-02,46.148,47.929,45.682,47.929,100902
2007-03-05,46.996,46.996,45.098,46.452,29763
2007-03-06,45.954,47.618,45.954,47.618,33313
2007-03-07,47.618,47.999,46.529,46.996,31958
2007-03-08,47.734,49.011,47.424,48.933,9377
2007-03-09,49.166,49.166,48.466,48.699,8800
2007-03-12,48.933,50.286,48.777,49.555,128128
2007-03-13,50.325,51.103,49.633,49.897,93642
2007-03-14,48.972,50.675,48.389,49.166,16061
2007-03-15,49.166,51.103,49.166,50.403,33986
2007-03-16,51.181,51.562,50.325,51.562,18742
2007-03-19,51.873,52.534,51.679,51.679,22128
2007-03-20,51.484,52.261,50.325,51.484,24152
2007-03-21,51.103,51.562,50.325,51.484,64974
2007-03-22,51.484,51.795,49.555,51.406,30185
2007-03-23,50.325,51.484,50.014,51.484,23762
2007-03-26,51.103,51.834,50.714,51.025,40899
2007-03-27,50.403,51.445,49.555,50.325,16155
2007-03-28,50.169,50.636,49.127,50.209,9093
2007-03-29,50.714,52.962,50.597,52.651,52022
2007-03-30,53.04,56.711,50.831,56.408,220120
2007-04-02,56.516,56.711,54.198,54.198,110932
2007-04-03,55.318,55.318,52.768,53.888,16882
2007-04-04,54.276,54.276,53.187,54.16,10380
2007-04-05,54.198,54.198,53.187,53.304,23148
2007-04-10,52.651,53.809,52.651,53.421,94608
2007-04-11,53.421,54.471,53.304,54.432,80628
2007-04-12,54.16,54.16,52.884,53.809,28987
2007-04-13,53.809,56.672,53.809,56.516,62150
2007-04-16,57.295,57.683,56.594,57.683,111014
2007-04-17,57.761,57.761,56.516,57.295,54439
2007-04-18,58.298,61.09,58.298,60.779,147666
2007-04-19,60.935,61.549,58.453,61.167,39940
2007-04-20,61.167,65.578,61.167,61.977,110868
2007-04-23,65.734,65.734,60.235,60.235,67312
2007-04-24,59.348,61.245,58.725,61.167,42236
2007-04-25,62.093,62.093,59.698,61.207,17938
2007-04-26,61.938,62.677,61.167,61.899,335025
2007-04-27,61.938,61.938,61.167,61.938,14523
2007-04-30,61.938,63.875,61.207,63.875,16711
2007-05-02,64.302,65.033,64.264,64.878,24373
2007-05-04,65.812,65.812,63.719,65.345,17089
2007-05-07,64.419,65.734,64.03,64.03,21859
2007-05-08,65.812,65.812,64.03,64.03,80831
2007-05-09,65.812,65.812,63.875,64.264,54450
2007-05-10,63.875,64.652,61.743,63.104,34850
2007-05-11,63.104,64.264,60.428,62.715,291770
2007-05-14,64.878,64.878,63.104,63.104,31424
2007-05-15,64.03,64.03,61.938,63.027,28888
2007-05-16,63.875,63.875,61.821,63.104,97914
2007-05-17,62.715,64.264,62.715,63.485,32614
2007-05-18,64.264,64.264,62.56,64.225,32227
2007-05-21,64.341,65.422,64.225,65.033,11244
2007-05-22,65.734,65.734,64.147,64.652,36878
2007-05-23,64.341,65.422,63.252,65.072,82138
2007-05-24,65.5,65.812,62.365,65.734,55996
2007-05-25,64.73,67.359,63.291,65.734,46576
2007-05-28,66.2,66.737,66.2,66.582,79154
2007-05-29,66.582,66.97,65.812,66.582,96791
2007-05-30,66.582,66.582,65.462,66.2,74528
2007-05-31,66.2,69.841,66.2,69.841,124998
2007-06-01,70.455,70.455,67.748,69.685,41529
2007-06-04,70.455,71.233,68.907,69.296,35536
2007-06-05,70.339,70.455,69.296,70.455,39802
2007-06-06,69.685,70.455,67.359,68.098,41881
2007-06-08,65.384,65.422,62.755,65.033,69102
2007-06-11,65.734,68.059,65.033,67.514,20101
2007-06-12,67.748,67.748,65.889,67.359,56996
2007-06-13,68.331,68.331,64.248,67.048,222224
2007-06-14,68.059,68.371,66.232,67.671,132511
2007-06-15,67.671,69.887,66.27,66.815,94098
2007-06-18,66.232,67.671,65.726,66.892,85696
2007-06-19,66.892,66.892,66.115,66.115,174897
2007-06-20,65.337,66.892,65.337,66.115,145106
2007-06-21,66.037,66.037,64.287,64.909,138436
2007-06-22,63.937,66.465,63.937,65.881,43386
2007-06-25,65.337,65.959,64.987,65.959,40095
2007-06-26,65.337,66.892,65.337,66.892,65280
2007-06-27,66.542,66.542,65.337,65.337,111791
2007-06-28,65.065,66.892,64.909,66.892,36059
2007-06-29,67.671,67.787,65.415,66.115,41762
2007-07-02,66.115,67.592,64.598,64.676,33229
2007-07-03,65.648,66.115,65.376,66.115,55210
2007-07-04,66.115,67.437,65.726,66.27,107687
2007-07-05,66.115,66.892,65.531,66.192,45226
2007-07-06,65.337,69.226,65.337,69.226,7408
2007-07-09,68.176,70.742,68.176,69.615,24964
2007-07-10,69.226,69.615,67.126,69.615,54605
2007-07-11,68.565,69.382,66.153,66.892,121960
2007-07-12,65.881,68.448,65.726,66.892,26572
2007-07-13,68.059,69.187,67.592,68.059,54043
2007-07-16,67.009,68.021,65.726,66.97,78585
2007-07-17,65.959,66.892,64.559,66.892,30302
2007-07-18,67.671,67.671,65.57,65.57,17658
2007-07-19,65.57,67.476,64.637,64.948,66004
2007-07-20,65.959,66.854,64.17,64.326,21510
2007-07-23,64.326,65.726,64.326,65.687,25834
2007-07-24,65.648,67.671,64.754,66.115,23601
2007-07-25,65.337,67.671,64.559,67.671,25104
2007-07-26,66.892,67.671,64.559,65.337,26520
2007-07-27,65.337,65.337,63.003,63.704,23564
2007-07-30,63.781,64.17,62.459,63.314,27965
2007-07-31,63.159,65.337,62.848,65.259,35651
2007-08-01,64.248,64.559,63.003,63.392,125523
2007-08-02,64.364,64.948,64.014,64.364,14023
2007-08-03,64.559,66.037,63.704,66.037,53549
2007-08-06,66.115,66.892,64.559,65.415,5838
2007-08-07,65.337,67.671,65.337,66.892,8115
2007-08-08,67.671,68.448,64.092,66.115,31523
2007-08-09,67.282,69.226,65.337,65.337,10985
2007-08-10,64.092,64.909,62.225,62.225,77699
2007-08-13,63.392,64.17,63.392,64.17,116578
2007-08-14,64.948,64.948,62.265,63.003,35507
2007-08-16,62.225,62.225,56.003,61.448,118270
2007-08-17,59.115,64.17,59.115,64.17,20826
2007-08-20,65.143,65.337,62.225,62.615,8543
2007-08-21,63.548,63.548,59.97,61.059,162846
2007-08-22,61.993,63.781,61.098,63.704,31167
2007-08-23,64.17,64.17,62.381,62.615,13046
2007-08-24,62.498,63.003,62.225,62.303,175803
2007-08-27,62.265,63.237,61.681,62.303,14188
2007-08-28,63.003,63.003,62.225,62.615,24231
2007-08-29,62.225,63.781,61.993,63.781,159964
2007-08-30,63.781,63.781,57.559,59.892,211047
2007-08-31,59.97,63.704,59.97,63.704,220585
2007-09-03,62.731,63.704,62.225,63.392,31246
2007-09-04,63.159,63.392,60.748,63.003,49123
2007-09-05,63.003,63.003,62.225,62.615,70949
2007-09-06,61.836,63.392,61.836,62.225,68775
2007-09-07,63.159,63.159,60.67,61.448,107324
2007-09-10,62.225,63.704,60.786,60.786,15201
2007-09-11,61.72,62.225,61.176,61.448,33114
2007-09-12,56.003,56.859,50.559,50.559,1125353
2007-09-13,52.503,55.07,52.308,54.526,648752
2007-09-14,56.47,56.47,54.836,55.225,141368
2007-09-17,55.225,56.781,54.836,55.964,324550
2007-09-18,56.703,57.17,55.615,56.197,103858
2007-09-19,58.259,61.448,58.259,61.448,285979
2007-09-20,62.381,62.925,60.592,61.448,35603
2007-09-21,60.709,61.448,60.476,60.904,54789
2007-09-24,60.437,60.437,58.958,59.892,26147
2007-09-25,58.336,59.115,58.336,59.115,19378
2007-09-26,60.009,60.009,58.492,58.492,8676
2007-09-27,58.492,58.725,58.336,58.453,245398
2007-09-28,58.336,59.075,57.676,57.676,185452
2007-10-01,58.336,58.336,57.442,57.442,38448
2007-10-02,57.559,58.336,57.442,57.481,74875
2007-10-03,58.648,58.648,57.792,57.986,203453
2007-10-04,58.336,59.115,58.026,58.725,49504
2007-10-05,58.181,59.815,58.181,59.115,71283
2007-10-08,61.448,61.448,59.503,60.67,170411
2007-10-09,60.67,60.67,60.047,60.592,52148
2007-10-10,60.67,63.003,60.592,62.615,31735
2007-10-11,63.626,63.626,62.265,62.342,78333
2007-10-12,62.615,62.615,61.836,62.148,95943
2007-10-15,62.148,62.148,61.331,61.331,19309
2007-10-16,62.109,62.109,60.047,60.047,87893
2007-10-17,60.981,61.448,60.437,60.592,39364
2007-10-18,61.448,61.448,59.503,59.892,35762
2007-10-19,60.359,60.67,59.581,60.204,19704
2007-10-22,60.359,60.359,59.27,59.815,57651
2007-10-23,61.37,61.37,59.892,60.204,8314
2007-10-24,60.242,60.242,59.192,59.659,2901
2007-10-25,59.892,59.892,57.948,59.115,20940
2007-10-26,58.336,59.115,58.336,58.725,47716
2007-10-29,59.62,59.815,58.725,59.192,65637
2007-10-30,59.309,61.059,59.309,61.059,101216
2007-10-31,61.214,62.148,61.059,61.836,156555
2007-11-02,61.059,61.759,60.125,60.748,57443
2007-11-05,61.292,62.225,60.748,62.225,59823
2007-11-06,62.965,63.742,62.225,63.237,40495
2007-11-07,64.014,64.871,62.07,62.07,122246
2007-11-08,58.725,63.003,58.725,62.225,91394
2007-11-09,63.159,63.704,60.981,62.615,81076
2007-11-12,62.537,62.537,61.993,62.225,49855
2007-11-13,62.225,64.17,62.225,63.003,80107
2007-11-14,64.637,66.037,63.47,64.17,44930
2007-11-15,64.559,64.559,61.448,62.225,86816
2007-11-16,62.225,63.003,61.448,63.003,239932
2007-11-19,62.031,64.521,62.031,62.615,269269
2007-11-20,62.381,62.381,60.554,62.225,58597
2007-11-21,61.292,61.448,60.554,60.981,81555
2007-11-22,61.915,61.915,60.125,61.448,113051
2007-11-23,62.381,63.159,62.225,62.225,342531
2007-11-26,62.615,62.615,59.97,59.97,53737
2007-11-27,60.32,61.759,60.32,60.631,12759
2007-11-28,60.631,61.448,59.581,59.581,24213
2007-11-29,60.437,61.059,59.892,60.67,27226
2007-11-30,60.67,60.67,59.115,59.115,44430
2007-12-03,59.115,60.359,58.492,60.164,48625
2007-12-04,59.97,60.67,58.958,60.67,29388
2007-12-05,60.981,61.759,58.803,58.803,18800
2007-12-06,59.698,60.204,58.336,59.115,63927
2007-12-07,59.853,61.37,59.115,61.37,24371
2007-12-10,61.331,61.915,60.67,60.67,25988
2007-12-11,61.448,61.448,60.67,61.409,50529
2007-12-12,61.214,61.214,59.892,60.009,57545
2007-12-13,59.853,60.67,59.581,60.047,17824
2007-12-14,59.309,60.204,59.27,59.892,11967
2007-12-17,58.803,59.115,57.714,58.336,36780
2007-12-18,58.648,58.686,55.342,57.17,296597
2007-12-19,57.17,57.17,55.303,56.003,19301
2007-12-20,56.003,56.587,55.225,56.587,27538
2007-12-21,56.003,58.336,56.003,56.159,28429
2007-12-27,57.014,57.559,55.303,56.237,70267
2007-12-28,56.392,57.559,56.003,57.17,128574
2008-01-02,57.17,57.948,57.17,57.559,33844
2008-01-03,57.17,57.17,56.042,56.392,42187
2008-01-04,56.392,57.559,56.392,56.392,261617
2008-01-07,55.615,56.392,54.564,55.615,156368
2008-01-08,56.392,57.481,55.615,57.481,67989
2008-01-09,56.587,56.781,55.653,56.12,263563
2008-01-10,55.381,56.003,53.669,53.669,111418
2008-01-11,53.669,54.369,52.114,53.203,113424
2008-01-14,52.503,52.892,49.236,50.403,330730
2008-01-15,50.325,50.559,48.536,49.625,49386
2008-01-16,46.669,49.392,46.669,49.002,561677
2008-01-17,49.742,50.169,47.719,47.836,256906
2008-01-18,48.575,48.808,47.447,48.108,96213
2008-01-21,48.458,48.458,47.447,48.069,137601
2008-01-22,46.824,50.442,46.824,50.325,212628
2008-01-23,50.559,51.803,50.325,50.559,679372
2008-01-24,51.531,52.892,50.325,51.336,35245
2008-01-25,52.814,52.814,49.547,51.725,94681
2008-01-28,50.559,51.219,50.442,50.986,45356
2008-01-29,51.725,53.125,50.559,52.503,55368
2008-01-30,52.503,52.503,51.336,51.648,50664
2008-01-31,52.114,52.114,51.103,52.036,82631
2008-02-01,52.852,52.892,51.803,52.892,24300
2008-02-04,53.709,54.369,52.892,53.864,9495
2008-02-05,53.592,53.669,51.336,52.814,24636
2008-02-06,51.336,51.958,49.78,51.336,153172
2008-02-07,51.88,51.88,50.169,50.559,75069
2008-02-08,51.336,52.892,51.336,52.892,41393
2008-02-11,53.475,54.486,53.436,53.669,54514
2008-02-12,54.486,55.303,53.747,55.303,65626
2008-02-13,56.703,56.742,55.77,56.003,137888
2008-02-14,56.781,56.781,56.003,56.003,40336
2008-02-15,55.887,56.314,55.225,55.225,60573
2008-02-18,55.615,56.392,55.615,56.003,2853
2008-02-19,56.781,56.781,56.003,56.431,24495
2008-02-20,56.625,56.625,55.615,55.848,32305
2008-02-21,56.392,56.781,56.003,56.08,25677
2008-02-22,56.003,56.431,55.381,55.692,14091
2008-02-25,55.692,56.47,54.914,55.225,45562
2008-02-26,55.225,56.47,54.603,56.431,89851
2008-02-27,56.392,56.781,55.458,55.964,26742
2008-02-28,56.314,57.17,54.836,54.914,73837
2008-02-29,55.77,56.003,54.059,54.448,158780
2008-03-03,54.136,54.136,52.425,52.93,55307
2008-03-04,53.747,54.292,52.503,52.93,132356
2008-03-05,52.892,52.892,51.958,52.503,136231
2008-03-06,52.58,53.514,52.192,53.009,43236
2008-03-07,52.23,52.892,52.036,52.892,50044
2008-03-10,53.047,53.981,52.23,53.981,219076
2008-03-11,53.747,54.526,52.892,54.059,109555
2008-03-12,55.925,55.925,54.526,54.992,121472
2008-03-13,54.992,55.148,54.214,54.448,68706
2008-03-14,54.875,55.225,53.281,53.281,54175
2008-03-17,52.464,54.369,51.414,54.369,90393
2008-03-18,54.331,54.603,53.514,53.514,253025
2008-03-19,54.059,55.225,52.97,55.225,313285
2008-03-20,54.214,55.186,53.514,55.186,535852
2008-03-25,56.509,57.481,56.003,57.17,176352
2008-03-26,57.559,57.948,55.848,55.848,152970
2008-03-27,56.003,57.87,55.225,55.42,127506
2008-03-28,55.264,55.264,54.059,54.448,53105
2008-03-31,54.059,56.625,53.631,56.47,103938
2008-04-01,57.092,57.092,56.003,56.703,95706
2008-04-02,57.17,57.17,54.603,56.003,94898
2008-04-03,54.72,55.186,54.097,54.836,82020
2008-04-04,54.292,56.042,54.176,54.953,87927
2008-04-07,55.536,55.536,54.292,54.408,38488
2008-04-08,54.408,55.07,54.059,54.408,146895
2008-04-09,54.136,54.953,53.981,54.448,199637
2008-04-10,54.448,55.848,54.448,55.225,149156
2008-04-11,54.914,56.003,52.892,56.003,217163
2008-04-14,54.759,54.759,52.892,53.319,154888
2008-04-15,53.087,54.059,52.697,53.669,169834
2008-04-16,53.981,54.059,52.97,53.747,148345
2008-04-17,53.747,54.992,53.747,54.369,196486
2008-04-18,54.369,54.798,53.669,54.331,121676
2008-04-21,54.214,54.331,53.009,53.942,60648
2008-04-22,53.125,53.903,52.114,53.009,106488
2008-04-23,53.242,53.242,51.725,52.114,97489
2008-04-24,53.669,53.669,50.169,50.947,218235
2008-04-25,50.559,50.947,49.002,50.247,162334
2008-04-28,50.559,51.997,50.559,50.714,120138
2008-04-29,51.064,51.725,49.819,50.286,335745
2008-04-30,50.597,52.27,50.247,52.27,105055
2008-05-05,52.503,53.164,52.114,53.164,66189
2008-05-06,53.436,53.475,53.164,53.319,67450
2008-05-07,52.93,54.019,52.892,53.786,129032
2008-05-08,52.892,52.892,52.23,52.892,55537
2008-05-09,52.892,53.281,52.192,53.203,38474
2008-05-12,54.136,54.914,53.203,53.669,55915
2008-05-13,54.292,54.914,52.892,52.892,88704
2008-05-14,54.448,55.186,53.825,54.448,90237
2008-05-15,55.225,55.77,54.136,55.303,839531
2008-05-16,55.615,55.887,54.836,54.836,145959
2008-05-19,54.836,55.225,53.669,55.186,64336
2008-05-20,55.381,55.381,53.669,53.669,49986
2008-05-21,53.669,53.864,52.503,53.553,41856
2008-05-23,52.737,53.553,51.414,51.491,37066
2008-05-26,51.725,52.153,50.636,50.908,81457
2008-05-27,51.414,51.491,50.092,50.831,72544
2008-05-28,50.947,52.852,50.559,51.336,438674
2008-05-29,51.997,51.997,49.547,49.819,173564
2008-05-30,50.597,50.597,49.002,49.002,173557
2008-06-02,49.43,49.78,49.43,49.78,42909
2008-06-03,49.78,50.325,49.586,49.78,91173
2008-06-04,50.209,50.364,49.158,49.236,172267
2008-06-05,49.936,50.947,49.236,50.403,216463
2008-06-06,51.181,51.219,49.392,49.392,47247
2008-06-09,49.392,49.586,49.042,49.236,80242
2008-06-10,48.847,49.236,46.864,48.108,112153
2008-06-11,48.108,48.108,44.296,45.113,376704
2008-06-12,44.335,46.982,44.335,46.007,113690
2008-06-13,46.361,46.439,44.955,45.505,53431
2008-06-16,46.165,46.165,44.955,45.112,156879
2008-06-17,45.112,45.505,45.112,45.191,112587
2008-06-18,45.505,45.505,44.335,45.23,219070
2008-06-19,43.581,46.291,43.581,46.016,122010
2008-06-20,46.172,46.251,43.974,45.309,167741
2008-06-23,45.819,45.819,44.013,44.995,115775
2008-06-24,45.702,45.78,44.641,44.798,164736
2008-06-25,45.544,46.134,45.23,45.898,185247
2008-06-26,45.623,46.291,45.584,45.859,144881
2008-06-27,44.76,45.702,44.445,45.662,57246
2008-06-30,45.662,46.016,43.424,44.76,84171
2008-07-01,44.76,44.76,42.836,42.836,219285
2008-07-02,43.503,44.328,42.796,43.503,72710
2008-07-03,43.189,44.288,42.874,43.464,258541
2008-07-04,43.778,44.131,43.149,43.503,155474
2008-07-07,43.934,44.563,42.247,43.974,74952
2008-07-08,43.189,43.189,41.853,43.189,205921
2008-07-09,43.856,43.856,42.404,42.404,182625
2008-07-10,42.404,42.914,40.794,40.794,78091
2008-07-11,40.872,41.461,38.948,39.262,113454
2008-07-14,39.105,39.302,37.08,39.262,202758
2008-07-15,39.105,39.184,37.778,38.854,68790
2008-07-16,38.485,39.812,38.006,39.113,154089
2008-07-17,40.636,41.421,39.262,41.226,229197
2008-07-18,41.578,43.149,40.833,42.404,303383
2008-07-21,41.736,44.76,41.736,44.76,160148
2008-07-22,43.385,43.974,43.346,43.974,330908
2008-07-23,44.641,45.033,43.974,44.76,104447
2008-07-24,44.877,45.859,43.189,44.17,60631
2008-07-25,43.189,45.505,43.189,44.76,243832
2008-07-28,44.209,45.112,44.209,44.995,91523
2008-07-29,44.209,45.544,44.209,45.033,99878
2008-07-30,45.662,46.172,45.662,45.859,252681
2008-07-31,46.134,47.036,45.27,47.036,612234
2008-08-01,46.329,46.565,45.191,45.544,199723
2008-08-04,44.838,46.329,44.838,46.251,141714
2008-08-05,46.172,47.9,45.427,47.743,243798
2008-08-06,48.135,48.135,45.702,45.937,61083
2008-08-07,46.291,47.115,45.937,46.094,137201
2008-08-08,46.094,47.193,46.016,47.193,116099
2008-08-11,47.115,48.057,46.291,46.291,103628
2008-08-12,47.39,49.235,47.39,47.978,271843
2008-08-13,48.646,48.646,46.84,47.586,144698
2008-08-14,47.311,48.685,47.311,47.94,52907
2008-08-18,48.607,48.607,47.115,47.429,47722
2008-08-19,46.683,47.861,46.486,47.115,62078
2008-08-20,46.879,47.822,45.937,46.958,55783
2008-08-21,46.604,47.703,46.134,47.429,30528
2008-08-22,48.999,48.999,47.429,48.057,68243
2008-08-25,48.528,48.96,47.9,48.372,52787
2008-08-26,48.685,48.685,47.665,47.743,36552
2008-08-27,47.625,47.703,46.526,47.115,361633
2008-08-28,46.486,47.35,45.976,47.115,125717
2008-08-29,47.115,48.685,47.115,48.685,194129
2008-09-01,48.685,50.138,48.293,50.099,96955
2008-09-02,50.099,53.358,50.099,53.318,206273
2008-09-03,53.318,54.143,53.004,53.397,297763
2008-09-04,53.397,53.868,52.611,53.004,169962
2008-09-05,52.611,52.926,49.863,50.884,122387
2008-09-08,51.473,51.827,49.078,50.648,95580
2008-09-09,49.903,50.963,49.903,49.903,41077
2008-09-10,49.903,50.648,48.293,50.099,83879
2008-09-11,50.138,50.138,47.625,49.824,188589
2008-09-12,49.863,50.099,49.235,50.099,77881
2008-09-15,49.471,50.413,47.9,48.528,145654
2008-09-16,47.822,48.921,46.801,46.801,228372
2008-09-17,47.35,48.804,46.329,47.036,171896
2008-09-18,46.801,47.978,46.329,46.958,164633
2008-09-19,47.9,48.567,45.937,46.879,326006
2008-09-22,47.115,47.508,46.329,46.369,115212
2008-09-23,46.369,47.115,45.937,47.115,135159
2008-09-24,47.272,47.508,46.565,46.801,94292
2008-09-25,47.076,47.9,46.722,47.193,184835
2008-09-26,46.84,47.978,46.801,47.508,60625
2008-09-29,47.665,47.9,45.191,46.251,162700
2008-09-30,44.877,48.607,44.76,48.607,170344
2008-10-01,47.861,49.471,47.154,48.489,212336
2008-10-02,48.685,48.685,47.154,47.743,105440
2008-10-03,47.743,47.743,46.644,46.722,315391
2008-10-06,46.329,46.958,44.76,46.565,154065
2008-10-07,46.172,47.115,44.995,45.427,198771
2008-10-08,44.76,46.291,43.385,46.291,368434
2008-10-09,46.329,48.45,45.662,48.45,184943
2008-10-10,45.662,46.212,42.168,43.974,368700
2008-10-13,46.251,46.251,43.346,43.974,137570
2008-10-14,46.251,46.604,42.717,44.76,270866
2008-10-15,44.76,45.152,42.992,43.149,175972
2008-10-16,42.01,43.581,41.815,42.128,231563
2008-10-17,43.149,43.385,37.464,40.047,365910
2008-10-20,40.833,41.618,39.262,41.383,216599
2008-10-21,42.01,43.149,40.833,41.775,314426
2008-10-22,41.697,42.639,38.854,38.854,191727
2008-10-23,39.262,40.441,35.336,35.713,310229
2008-10-24,35.65,35.65,31.881,33.765,574793
2008-10-27,33.765,35.807,32.368,34.936,276693
2008-10-28,35.807,36.907,33.774,34.786,175583
2008-10-29,35.847,36.749,34.786,35.572,216885
2008-10-30,36.671,37.574,34.943,36.514,251859
