Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
1998-06-02,15.455,15.455,15.455,15.455,396279
1998-06-03,16.98,16.98,16.98,16.98,151914
1998-06-04,18.505,18.505,18.505,18.505,449911
1998-06-05,18.73,18.73,18.73,18.73,172921
1998-06-08,18.652,18.652,18.652,18.652,97271
1998-06-09,17.89,17.89,17.89,17.89,67189
1998-06-10,16.444,16.444,16.444,16.444,134233
1998-06-15,15.455,15.455,15.455,15.455,221938
1998-06-16,15.992,15.992,15.992,15.992,183590
1998-06-17,17.509,17.509,17.509,17.509,112971
1998-06-18,17.812,17.812,17.812,17.812,97708
1998-06-19,17.664,17.664,17.664,17.664,133641
1998-06-22,18.123,18.123,18.123,18.123,191271
1998-06-23,18.652,18.652,18.652,18.652,183778
1998-06-24,18.652,18.652,18.652,18.652,65336
1998-06-25,18.652,18.652,18.652,18.652,74603
1998-06-26,19.258,19.258,19.258,19.258,271412
1998-06-29,19.641,19.641,19.641,19.641,123496
1998-06-30,19.796,19.796,19.796,19.796,110655
1998-07-01,20.783,20.783,20.783,20.783,143645
1998-07-02,21.164,21.164,21.164,21.164,121915
1998-07-03,21.701,21.701,21.701,21.701,128183
1998-07-06,22.456,22.456,22.456,22.456,146677
1998-07-07,23.07,23.07,23.07,23.07,283729
1998-07-08,22.837,22.837,22.837,22.837,88295
1998-07-09,21.701,21.701,21.701,21.701,197145
1998-07-10,21.701,21.701,21.701,21.701,85560
1998-07-13,23.218,23.218,23.218,23.218,35098
1998-07-14,24.968,24.968,24.968,24.968,174810
1998-07-15,24.968,24.968,24.968,24.968,105281
1998-07-16,24.742,24.742,24.742,24.742,67301
1998-07-17,25.35,25.35,25.35,25.35,116703
1998-07-20,24.742,26.493,24.742,26.267,103138
1998-07-21,26.493,26.493,25.731,25.886,150694
1998-07-22,25.35,25.35,24.742,24.968,127444
1998-07-23,25.124,26.493,25.124,26.112,117088
1998-07-24,25.505,26.267,25.505,25.886,109191
1998-07-27,25.731,25.731,24.361,24.595,98241
1998-07-28,24.742,24.742,23.98,24.214,140055
1998-07-29,23.599,24.214,23.07,24.214,154630
1998-07-30,24.361,24.968,23.98,24.214,76046
1998-07-31,24.968,24.968,24.361,24.595,81686
1998-08-03,23.98,24.361,23.832,24.214,255065
1998-08-04,24.361,25.505,24.361,25.505,91253
1998-08-05,24.742,25.505,24.742,25.124,133133
1998-08-06,25.886,26.493,25.35,25.505,129553
1998-08-07,26.267,27.411,25.886,27.411,164177
1998-08-10,26.648,27.411,26.648,27.029,119881
1998-08-11,26.112,26.112,24.214,24.595,198021
1998-08-12,25.886,26.112,24.968,25.505,182304
1998-08-13,24.361,24.361,23.451,23.98,212965
1998-08-14,24.742,25.505,24.742,25.35,80754
1998-08-17,23.98,24.361,23.832,24.214,77773
1998-08-18,25.124,25.505,25.124,25.124,95887
1998-08-19,26.112,26.112,25.124,25.886,135580
1998-08-20,25.731,25.886,25.505,25.731,189068
1998-08-21,24.214,24.595,23.98,24.595,135804
1998-08-24,25.124,25.124,24.595,24.595,70516
1998-08-25,25.505,25.731,25.35,25.35,120224
1998-08-26,24.595,24.595,23.98,23.98,61534
1998-08-27,23.07,23.07,21.321,21.321,93476
1998-08-28,20.783,21.927,20.021,21.321,125600
1998-08-31,21.701,21.701,21.321,21.545,161706
1998-09-01,19.796,20.939,19.796,20.558,105925
1998-09-02,21.701,22.689,21.701,22.308,157310
1998-09-03,21.321,21.321,20.402,20.402,74794
1998-09-04,21.321,22.083,21.321,21.927,162223
1998-09-07,23.07,23.451,22.308,22.689,135096
1998-09-08,23.07,23.832,22.837,23.832,143650
1998-09-09,22.837,22.837,22.083,22.308,99099
1998-09-10,22.456,22.837,22.083,22.083,180794
1998-09-11,21.701,21.927,21.701,21.701,115692
1998-09-14,22.689,22.837,22.308,22.689,63343
1998-09-15,22.689,22.689,21.927,21.927,43353
1998-09-16,22.083,22.083,21.927,21.927,65995
1998-09-17,20.939,20.939,20.177,20.177,83315
1998-09-18,20.177,20.939,20.177,20.939,45810
1998-09-21,20.558,20.558,20.177,20.177,183597
1998-09-22,21.321,22.083,21.321,21.701,82928
1998-09-23,22.689,23.07,22.689,22.837,143702
1998-09-24,24.361,24.361,23.599,23.599,97919
1998-09-25,23.218,23.451,22.837,23.218,108858
1998-09-28,23.98,24.361,23.832,24.361,69613
1998-09-29,25.35,25.886,25.124,25.731,144640
1998-09-30,25.35,25.35,24.361,25.124,99047
1998-10-01,23.98,23.98,23.218,23.599,53245
1998-10-02,22.837,23.98,22.837,23.832,59636
1998-10-05,23.832,24.361,23.599,23.599,34431
1998-10-06,23.98,24.214,23.98,24.214,48348
1998-10-07,24.742,24.742,24.361,24.361,96123
1998-10-08,24.968,24.968,24.214,24.214,80993
1998-10-09,24.742,24.742,24.214,24.742,93509
1998-10-12,25.731,25.731,25.35,25.505,64451
1998-10-13,25.124,25.124,24.968,24.968,34305
1998-10-14,25.35,25.35,24.595,25.35,17455
1998-10-15,25.886,25.886,25.124,25.124,42825
1998-10-16,25.886,26.267,25.505,26.267,29603
1998-10-19,26.267,26.267,25.505,25.505,7717
1998-10-20,26.267,26.874,26.267,26.874,114620
1998-10-21,26.648,27.255,26.493,27.255,41219
1998-10-22,27.255,28.927,27.255,28.398,40043
1998-10-23,28.554,29.689,28.554,28.554,64028
1998-10-26,28.554,29.16,28.173,28.779,63710
1998-10-27,28.927,28.927,28.173,28.779,52154
1998-10-28,28.779,29.541,28.779,29.541,65989
1998-10-29,28.927,29.689,28.927,29.308,28172
1998-10-30,29.308,30.304,29.308,29.689,23092
1998-11-02,30.451,32.357,30.451,31.595,40023
1998-11-03,31.214,31.214,30.833,31.214,63898
1998-11-04,31.821,32.583,31.821,32.583,25106
1998-11-05,32.738,32.738,31.44,31.976,77055
1998-11-06,33.501,33.501,31.595,32.357,89798
1998-11-09,32.738,32.738,31.595,32.202,38607
1998-11-10,31.976,32.357,31.976,31.976,85678
1998-11-12,32.583,32.583,32.357,32.583,56248
1998-11-13,32.583,32.964,32.357,32.738,55208
1998-11-16,31.595,33.12,31.595,32.357,22975
1998-11-17,31.214,31.214,30.304,30.451,20234
1998-11-18,30.451,30.451,29.689,30.07,51339
1998-11-19,30.304,30.304,29.689,29.922,22803
1998-11-20,30.451,30.451,30.07,30.451,12313
1998-11-23,30.685,30.685,30.07,30.451,24105
1998-11-24,30.833,30.833,29.922,30.07,32559
1998-11-25,29.689,29.922,29.308,29.922,9813
1998-11-26,29.689,29.922,29.689,29.922,15231
1998-11-27,29.689,29.689,29.16,29.308,10062
1998-11-30,29.308,29.541,29.308,29.541,32843
1998-12-01,28.398,28.398,28.173,28.398,27664
1998-12-02,28.554,29.16,28.554,29.16,45547
1998-12-03,29.308,30.833,29.308,30.833,54679
1998-12-04,31.214,31.976,31.214,31.976,40683
1998-12-07,32.202,32.202,31.976,32.202,30742
1998-12-08,32.202,32.357,31.976,32.202,35716
1998-12-09,32.202,32.357,32.202,32.202,25394
1998-12-10,32.583,32.583,32.202,32.202,37506
1998-12-11,31.976,31.976,31.595,31.595,19219
1998-12-14,31.595,31.976,31.595,31.821,24225
1998-12-15,32.202,32.202,31.976,32.202,5183
1998-12-16,32.583,32.583,32.202,32.583,17374
1998-12-17,31.976,31.976,31.44,31.595,10632
1998-12-18,31.976,32.583,31.976,32.583,19839
1998-12-21,32.738,33.12,32.738,32.964,25857
1998-12-22,33.345,34.644,33.345,34.263,30507
1998-12-23,33.882,34.87,33.882,34.87,25891
1998-12-28,35.251,37.305,35.251,36.16,17876
1998-12-29,35.025,35.025,33.882,34.108,13172
1998-12-30,34.263,34.489,34.263,34.489,15682
1998-12-31,34.644,35.025,34.644,35.025,3728
1999-01-04,35.399,36.16,35.399,35.632,10542
1999-01-05,36.16,37.305,36.16,36.542,47875
1999-01-06,37.305,41.87,37.305,41.87,87084
1999-01-07,40.96,42.485,39.817,40.734,82984
1999-01-08,40.579,40.579,39.817,40.198,58925
1999-01-11,39.972,39.972,38.828,39.21,23150
1999-01-12,38.828,38.828,37.685,37.685,46650
1999-01-13,38.066,38.066,35.399,36.16,46199
1999-01-14,36.542,38.828,36.542,38.066,74376
1999-01-15,38.066,38.447,37.305,38.447,50815
1999-01-18,41.115,41.87,41.115,41.115,75451
1999-01-19,41.115,41.87,41.115,41.497,56705
1999-01-20,42.251,44.382,42.251,44.382,49373
1999-01-21,46.444,47.206,45.3,46.444,61369
1999-01-22,46.444,47.206,46.062,46.824,123359
1999-01-25,47.587,49.485,47.587,49.337,67284
1999-01-26,49.866,49.866,48.723,49.104,55760
1999-01-27,49.337,49.337,47.587,48.575,16015
1999-01-28,47.587,49.485,47.587,49.104,47076
1999-01-29,49.485,49.485,49.104,49.104,35089
1999-02-01,49.485,50.247,48.723,49.866,29560
1999-02-02,49.866,49.866,48.723,48.723,37929
1999-02-03,45.907,48.194,45.907,47.587,27050
1999-02-04,47.587,48.341,47.587,47.968,27028
1999-02-05,46.444,46.444,45.682,45.682,40002
1999-02-08,45.682,46.062,44.92,45.682,16194
1999-02-09,45.3,45.3,43.628,44.157,22776
1999-02-10,41.87,42.251,40.734,42.251,105127
1999-02-11,42.633,44.538,42.633,43.776,41916
1999-02-12,44.157,45.144,44.009,44.157,30930
1999-02-15,43.776,45.144,43.776,44.92,9257
1999-02-16,44.157,44.382,43.776,44.382,37992
1999-02-17,43.776,43.776,43.014,43.395,29230
1999-02-18,43.776,43.776,43.014,43.014,28614
1999-02-19,43.776,43.776,42.633,42.866,38656
1999-02-22,43.776,43.776,42.866,43.014,14348
1999-02-23,43.776,43.776,42.633,42.866,16001
1999-02-24,41.87,46.824,41.341,41.497,34803
1999-02-25,40.734,40.734,38.066,38.292,91048
1999-02-26,38.447,39.972,38.447,39.591,106125
1999-03-01,39.591,39.591,38.828,39.21,56028
1999-03-02,39.972,41.497,39.972,41.497,72637
1999-03-03,41.341,41.341,40.734,40.96,39416
1999-03-04,40.96,40.96,39.972,39.972,42670
1999-03-05,40.353,40.353,39.591,40.353,33926
1999-03-08,40.353,40.96,39.591,40.734,61234
1999-03-09,41.115,42.104,41.115,41.341,132452
1999-03-10,42.251,42.633,41.87,42.251,82377
1999-03-11,43.628,43.628,42.251,43.014,51359
1999-03-12,44.538,44.538,43.776,44.157,67823
1999-03-15,44.92,45.3,44.382,44.763,83803
1999-03-16,45.3,45.682,44.763,45.682,28805
1999-03-17,45.3,45.682,45.144,45.144,34668
1999-03-18,44.92,44.92,44.157,44.157,28238
1999-03-19,44.157,45.526,44.157,45.526,17060
1999-03-22,46.062,48.341,46.062,47.206,25159
1999-03-23,47.968,47.968,46.062,46.444,22601
1999-03-24,44.92,46.824,44.92,46.444,19875
1999-03-25,45.682,45.682,45.3,45.682,15974
1999-03-26,46.824,46.824,45.3,45.3,15663
1999-03-29,43.776,45.3,43.776,45.3,23856
1999-03-30,45.682,45.682,44.763,44.763,27594
1999-03-31,44.382,45.3,44.382,45.3,13252
1999-04-01,44.538,45.907,44.538,45.526,13258
1999-04-06,46.062,46.669,45.907,46.062,18473
1999-04-07,46.444,46.444,45.682,46.288,32763
1999-04-08,46.444,46.444,45.907,45.907,55529
1999-04-09,46.444,46.444,45.682,46.444,26050
1999-04-12,46.444,46.444,45.3,45.526,12793
1999-04-13,46.062,46.062,45.144,45.3,37443
1999-04-14,45.3,46.444,45.3,45.3,11271
1999-04-15,45.3,45.3,44.92,44.92,12865
1999-04-16,45.3,45.907,45.3,45.682,10434
1999-04-19,46.444,47.587,46.444,47.587,13645
1999-04-20,45.682,45.907,45.682,45.682,30580
1999-04-21,46.824,47.206,46.669,47.206,15092
1999-04-22,47.206,47.587,47.206,47.431,31693
1999-04-23,47.587,47.968,47.431,47.431,33953
1999-04-26,47.206,47.206,47.05,47.05,27347
1999-04-27,47.587,48.341,47.587,47.587,36875
1999-04-28,47.206,47.206,46.062,46.444,5305
1999-04-29,46.062,46.444,46.062,46.444,40133
1999-04-30,46.288,46.824,46.288,46.669,12611
1999-05-04,46.824,47.05,46.824,46.824,10666
1999-05-05,46.062,46.444,45.907,46.444,15295
1999-05-06,46.824,46.824,46.062,46.062,29555
1999-05-07,45.907,46.062,45.907,46.062,34249
1999-05-10,44.92,48.723,44.763,44.763,22963
1999-05-11,45.682,45.682,45.3,45.682,21763
1999-05-12,44.92,45.3,44.92,44.92,41205
1999-05-13,44.538,44.538,44.157,44.538,34517
1999-05-14,44.92,44.92,43.628,44.157,39755
1999-05-17,43.776,44.009,43.776,44.009,25932
1999-05-18,44.157,44.157,43.776,43.776,22358
1999-05-19,44.538,45.3,44.538,45.3,41701
1999-05-20,44.157,44.538,44.157,44.382,62453
1999-05-21,43.776,44.92,43.776,44.763,47759
1999-05-24,44.538,44.538,44.538,44.538,7715
1999-05-25,44.009,44.157,43.628,44.009,11209
1999-05-26,44.009,44.538,44.009,44.382,7937
1999-05-27,44.538,44.92,44.538,44.92,9180
1999-05-28,44.157,44.538,44.009,44.538,4871
1999-05-31,43.776,44.157,43.776,44.157,4975
1999-06-01,44.157,44.92,44.157,44.763,5489
1999-06-02,44.92,44.92,44.538,44.538,3430
1999-06-07,45.682,45.682,44.92,44.92,18306
1999-06-08,45.682,45.682,44.538,44.92,6029
1999-06-09,44.92,44.92,44.763,44.763,5264
1999-06-10,44.92,45.682,42.866,44.538,10540
1999-06-11,45.3,45.907,45.3,45.682,50963
1999-06-14,45.682,45.682,45.144,45.144,14141
1999-06-15,44.92,44.92,44.157,44.157,3728
1999-06-16,45.682,47.206,45.3,47.206,52228
1999-06-17,47.587,49.104,47.587,47.968,65155
1999-06-18,49.718,50.628,49.485,50.628,67514
1999-06-21,52.534,53.297,51.391,52.915,86435
1999-06-22,53.297,53.297,52.153,52.153,65405
1999-06-23,52.153,52.915,51.772,52.534,116229
1999-06-24,52.378,52.378,51.997,52.378,15284
1999-06-25,53.297,53.297,52.534,52.534,67896
1999-06-28,54.284,54.284,53.521,53.521,42501
1999-06-29,53.297,53.297,51.997,52.759,31534
1999-06-30,51.772,52.759,51.391,51.391,10103
1999-07-01,52.915,52.915,52.153,52.153,41465
1999-07-02,52.915,53.297,52.759,53.297,46126
1999-07-05,51.772,52.378,51.772,52.378,2512
1999-07-06,52.153,52.153,52.153,52.153,16264
1999-07-07,52.915,53.297,52.915,53.297,15933
1999-07-08,53.297,53.678,53.297,53.678,13467
1999-07-09,53.297,54.432,53.297,53.678,12831
1999-07-12,53.297,53.297,52.915,53.297,50918
1999-07-13,52.915,52.915,52.534,52.534,33489
1999-07-14,52.915,52.915,52.915,52.915,36008
1999-07-15,52.534,52.915,52.534,52.915,1513
1999-07-16,52.915,52.915,52.153,52.915,16004
1999-07-19,52.915,52.915,52.534,52.534,33572
1999-07-20,52.534,52.534,52.534,52.534,4756
1999-07-21,52.153,52.915,52.153,52.759,29969
1999-07-22,52.534,53.297,52.534,53.297,15149
1999-07-23,53.297,53.297,52.759,53.14,12935
1999-07-26,52.534,52.915,52.534,52.915,8999
1999-07-27,52.759,53.297,52.759,53.297,27971
1999-07-28,52.759,53.14,52.759,52.915,62729
1999-07-29,52.534,52.534,52.534,52.534,13697
1999-07-30,51.617,51.772,51.617,51.617,13982
1999-08-02,51.617,51.617,51.617,51.617,3419
1999-08-03,51.391,51.391,51.235,51.235,4306
1999-08-04,50.628,50.628,49.485,49.485,11636
1999-08-05,49.104,49.104,48.341,49.104,19368
1999-08-06,49.104,49.104,48.341,48.341,4747
1999-08-09,48.341,48.341,46.824,46.824,10101
1999-08-10,47.206,47.206,45.3,45.682,8521
1999-08-11,45.526,46.444,45.526,46.062,7808
1999-08-12,46.444,46.824,46.062,46.062,26301
1999-08-13,45.3,45.682,44.92,45.682,33984
1999-08-16,45.682,47.05,45.682,47.05,30058
1999-08-17,43.395,44.538,42.633,44.538,72696
1999-08-18,43.776,44.538,43.776,44.157,36408
1999-08-19,44.382,44.763,44.382,44.763,13637
1999-08-20,44.763,45.3,44.009,44.009,26131
1999-08-23,44.763,44.763,44.382,44.763,7360
1999-08-24,45.3,46.062,45.3,45.526,27000
1999-08-25,45.682,46.062,45.526,45.526,88457
1999-08-26,45.682,45.682,44.538,45.3,48326
1999-08-27,45.3,45.3,44.92,44.92,29935
1999-08-30,45.3,46.444,45.3,45.907,11634
1999-08-31,44.538,44.763,44.009,44.763,17690
1999-09-01,45.3,45.907,45.3,45.907,8223
1999-09-02,45.682,45.682,44.763,44.763,15578
1999-09-03,45.144,45.907,44.92,45.907,12737
1999-09-06,45.907,45.907,45.3,45.3,33885
1999-09-07,45.682,45.682,45.144,45.144,11334
1999-09-08,44.92,44.92,44.009,44.157,16626
1999-09-09,44.538,44.538,43.776,43.776,8425
1999-09-10,44.157,44.382,44.157,44.382,1613
1999-09-13,44.763,44.763,43.776,44.009,13776
1999-09-14,43.776,43.776,42.633,42.633,52066
1999-09-15,42.104,42.104,40.734,41.497,65343
1999-09-16,41.115,42.251,41.115,41.341,12927
1999-09-17,41.87,42.866,41.87,42.485,15073
1999-09-20,42.633,42.633,41.115,41.497,13427
1999-09-21,41.497,41.497,40.96,41.115,33473
1999-09-22,41.115,41.115,40.353,40.734,33116
1999-09-23,40.734,42.251,40.734,42.251,11001
1999-09-24,40.353,40.353,38.828,39.054,24818
1999-09-27,38.292,38.828,38.292,38.673,35218
1999-09-28,38.828,38.828,37.989,38.066,24445
1999-09-29,37.911,37.911,37.156,37.537,15559
1999-09-30,37.156,37.685,37.156,37.305,33786
1999-10-01,38.447,38.673,38.292,38.447,27924
1999-10-04,39.21,41.87,39.21,41.497,6591
1999-10-05,42.633,43.395,42.633,43.014,24986
1999-10-06,41.87,42.633,41.87,42.633,14374
1999-10-07,43.395,43.395,42.633,42.633,19813
1999-10-08,41.87,42.633,41.87,42.485,5255
1999-10-11,42.485,43.014,42.485,42.485,33429
1999-10-12,42.485,42.866,42.485,42.633,58669
1999-10-13,41.87,42.485,41.87,42.251,22847
1999-10-14,42.251,43.014,42.251,42.866,7221
1999-10-15,42.866,42.866,41.341,41.722,9320
1999-10-18,41.497,42.104,41.497,41.497,14949
1999-10-19,41.497,43.014,41.497,43.014,5745
1999-10-20,43.014,44.763,43.014,44.763,32087
1999-10-21,45.682,45.682,44.009,44.382,10922
1999-10-22,44.92,45.3,44.92,44.92,10954
1999-10-25,44.92,44.92,44.157,44.382,2680
1999-10-26,44.157,44.763,44.157,44.538,3995
1999-10-27,43.395,43.395,43.395,43.395,27636
1999-10-28,44.157,44.92,44.157,44.92,17997
1999-10-29,45.3,45.3,45.144,45.3,9237
1999-11-02,44.92,44.92,44.92,44.92,3022
1999-11-03,44.538,44.538,44.157,44.538,2528
1999-11-04,43.776,43.776,43.014,43.014,15204
1999-11-05,42.485,43.395,42.251,43.395,14772
1999-11-08,42.633,42.633,41.115,42.485,28521
1999-11-09,43.395,43.776,43.395,43.628,42906
1999-11-10,43.395,44.382,43.395,44.157,5261
1999-11-15,44.382,44.92,44.382,44.92,8739
1999-11-16,44.538,45.3,44.538,44.763,30972
1999-11-17,45.3,45.3,44.92,45.144,21535
1999-11-18,44.92,45.526,44.92,45.526,24344
1999-11-19,45.682,46.824,45.682,46.669,16642
1999-11-22,47.587,47.813,46.824,47.05,29253
1999-11-23,47.206,47.431,46.824,47.206,9390
1999-11-24,47.206,47.206,46.444,47.05,16501
1999-11-25,47.206,48.575,47.206,48.341,59629
1999-11-26,48.575,48.723,47.968,48.194,34285
1999-11-29,47.587,47.587,46.824,46.824,31266
1999-11-30,47.05,48.575,47.05,48.575,17817
1999-12-01,48.723,49.337,48.575,48.723,35301
1999-12-02,48.194,48.194,46.824,47.968,13256
1999-12-03,47.587,47.587,47.206,47.587,6429
1999-12-06,47.813,47.968,47.431,47.587,27485
1999-12-07,47.587,48.575,47.587,48.575,50656
1999-12-08,48.575,49.866,48.575,49.485,47613
1999-12-09,49.866,50.1,48.956,49.866,45261
1999-12-10,50.247,50.247,49.104,49.866,33107
1999-12-13,49.337,49.337,48.723,48.723,23949
1999-12-14,48.723,48.723,47.968,48.341,20363
1999-12-15,48.341,48.341,47.813,47.968,34471
1999-12-16,48.341,48.723,48.341,48.723,15334
1999-12-17,48.723,50.1,48.723,49.866,11603
1999-12-20,50.247,51.617,50.247,51.617,28852
1999-12-21,51.391,51.617,51.235,51.617,34338
1999-12-22,51.772,52.915,51.772,52.534,23595
1999-12-23,52.534,54.059,52.534,54.059,20152
1999-12-27,53.297,54.432,53.297,53.521,21998
1999-12-28,52.915,52.915,52.378,52.378,18719
1999-12-29,52.534,53.14,52.534,53.14,10848
2000-01-03,56.719,56.719,54.813,56.571,26228
2000-01-04,55.194,57.481,54.813,55.956,79308
2000-01-05,52.153,54.059,52.153,52.534,31380
2000-01-06,54.059,55.956,54.059,55.575,114133
2000-01-07,57.1,59.994,57.1,59.231,140037
2000-01-10,62.809,66.62,60.911,64.714,92072
2000-01-11,64.333,65.858,62.046,65.858,98475
2000-01-12,63.952,65.858,63.952,65.477,61394
2000-01-13,67.001,70.423,67.001,70.043,98909
2000-01-14,70.805,70.805,66.62,68.9,90386
2000-01-17,68.519,69.662,68.519,69.514,39542
2000-01-18,69.662,70.423,67.375,67.99,68505
2000-01-19,66.62,66.62,64.714,65.096,34914
2000-01-20,70.043,70.043,67.227,69.281,51083
2000-01-21,68.371,68.752,68.137,68.752,15319
2000-01-24,69.132,69.132,66.62,67.375,59832
2000-01-25,68.519,68.519,65.321,67.756,82982
2000-01-26,67.99,69.281,67.99,68.137,19429
2000-01-27,68.9,72.71,68.9,72.329,65626
2000-01-28,72.71,74.842,72.174,74.842,97060
2000-01-31,73.473,74.609,73.473,74.609,93982
2000-02-01,75.371,78.039,75.371,75.985,122275
2000-02-02,76.896,78.801,76.896,78.801,79533
2000-02-03,79.183,83.747,79.183,83.367,298867
2000-02-04,86.416,88.695,78.801,83.747,400424
2000-02-07,87.551,90.22,85.273,90.22,221653
2000-02-08,93.641,99.73,93.261,99.73,106791
2000-02-09,103.17,114.2,103.17,103.17,177781
2000-02-10,95.168,102.4,95.168,98.979,136544
2000-02-11,104.68,111.16,100.87,102.78,105272
2000-02-14,95.93,98.217,87.932,97.455,56462
2000-02-15,98.979,98.979,94.782,95.93,62868
2000-02-16,96.692,96.692,93.641,95.168,50103
2000-02-17,92.125,99.356,92.125,98.979,33556
2000-02-18,101.26,104.68,100.11,103.17,90688
2000-02-21,101.26,111.54,101.26,111.54,74460
2000-02-22,111.54,123.34,111.54,119.91,147566
2000-02-23,122.57,130.57,122.2,122.57,159286
2000-02-24,134.76,136.66,130.19,136.29,202492
2000-02-25,132.85,132.85,116.11,122.57,112226
2000-02-28,119.91,119.91,108.11,113.44,67327
2000-02-29,114.2,118.76,111.92,118.76,120908
2000-03-01,119.52,119.52,114.2,116.11,158852
2000-03-02,116.11,116.11,105.07,108.49,144252
2000-03-03,108.49,110.4,106.58,110.4,124526
2000-03-07,98.979,108.49,96.692,107.73,66298
2000-03-08,105.82,110.78,105.82,108.87,55913
2000-03-09,112.3,114.2,110.4,111.54,66667
2000-03-10,116.11,125.24,116.11,122.57,195562
2000-03-13,122.57,122.57,110.4,114.2,96482
2000-03-14,115.35,120.29,114.2,118.39,82465
2000-03-15,112.3,115.72,111.92,112.3,66721
2000-03-16,112.67,114.58,112.3,113.44,69340
2000-03-17,116.11,116.11,113.06,113.44,64864
2000-03-20,114.2,116.11,114.2,116.11,81851
2000-03-21,111.16,112.67,109.63,109.63,38536
2000-03-22,114.96,115.72,113.82,114.2,54766
2000-03-23,116.11,118.01,116.11,117.25,59663
2000-03-24,120.29,127.52,119.91,126.38,53716
2000-03-27,129.05,129.05,126,129.05,78219
2000-03-28,131.71,131.71,127.9,128.66,92974
2000-03-29,119.91,120.67,115.72,119.15,51361
2000-03-30,110.4,110.4,101.26,102.78,85873
2000-03-31,99.356,102.4,99.356,100.11,235035
2000-04-03,100.11,100.11,91.744,91.744,97813
2000-04-04,90.22,91.744,86.416,88.314,134442
2000-04-05,86.789,86.789,80.699,81.461,94717
2000-04-06,84.129,88.314,84.129,87.551,70729
2000-04-07,89.457,94.405,87.551,94.405,87496
2000-04-10,95.93,96.692,92.506,92.887,121769
2000-04-11,86.416,86.416,82.223,82.986,127152
2000-04-12,89.457,92.887,89.076,89.838,70649
2000-04-13,84.129,88.314,84.129,86.416,111231
2000-04-14,87.171,89.457,84.129,84.51,74561
2000-04-17,78.801,78.801,72.71,78.42,116308
2000-04-18,81.842,81.842,78.039,80.699,85686
2000-04-19,84.51,84.51,82.223,82.223,88577
2000-04-20,81.842,84.51,81.842,83.747,56446
2000-04-25,78.42,79.564,78.42,78.801,69518
2000-04-26,78.801,78.801,75.985,75.985,98887
2000-04-27,74.227,75.752,69.281,71.948,54063
2000-04-28,73.473,74.227,71.187,72.329,87136
2000-05-04,68.519,68.519,65.477,65.858,93306
2000-05-05,65.858,65.858,63.571,65.096,31583
2000-05-08,65.858,65.858,62.28,62.809,50982
2000-05-09,62.809,63.571,61.899,63.042,101507
2000-05-10,63.19,66.239,63.19,65.477,182948
2000-05-11,65.096,73.091,65.096,71.03,240112
2000-05-12,71.567,78.039,69.281,77.277,365798
2000-05-15,78.039,83.367,75.371,76.896,227276
2000-05-16,81.842,82.986,79.944,80.699,114845
2000-05-17,79.944,79.944,74.227,76.133,84746
2000-05-18,74.99,77.277,74.461,76.133,64494
2000-05-19,74.08,74.08,70.649,72.329,125021
2000-05-22,69.281,69.281,67.001,67.001,96262
2000-05-23,66.239,66.239,63.952,65.477,101902
2000-05-24,61.285,61.666,60.374,60.374,90521
2000-05-25,62.809,63.19,61.285,62.661,101459
2000-05-26,60.911,61.666,60.53,60.911,94231
2000-05-29,62.046,66.239,62.046,65.703,88782
2000-05-30,68.137,70.423,65.477,67.375,114611
2000-05-31,71.567,71.567,68.371,69.281,131864
2000-06-01,71.948,78.801,71.948,78.801,99558
2000-06-02,78.42,82.604,75.752,80.699,128535
2000-06-05,81.842,82.604,79.183,79.564,123021
2000-06-06,78.039,78.801,73.473,74.609,130891
2000-06-07,73.846,78.039,73.846,77.658,78798
2000-06-08,79.183,79.944,78.42,78.42,80781
2000-06-09,78.42,80.699,78.039,79.183,59571
2000-06-12,78.039,78.039,75.752,77.277,21042
2000-06-13,76.133,77.658,75.752,75.752,40529
2000-06-14,77.277,79.564,77.277,78.42,49907
2000-06-15,79.183,79.183,76.514,78.039,42180
2000-06-16,78.42,78.42,77.277,78.42,71569
2000-06-19,78.039,78.039,77.277,77.658,36323
2000-06-20,79.564,82.986,79.564,82.223,94435
2000-06-21,82.223,85.654,81.461,84.891,93648
2000-06-23,84.51,89.457,84.51,88.695,100761
2000-06-26,88.695,92.125,88.695,91.363,106581
2000-06-27,93.641,93.641,90.22,90.6,131963
2000-06-28,90.6,90.982,88.695,89.838,97106
2000-06-29,89.457,89.457,85.654,85.654,66927
2000-06-30,86.035,86.416,83.367,84.51,68759
2000-07-03,85.654,86.789,84.51,84.51,73350
2000-07-04,84.891,85.273,84.129,84.891,45435
2000-07-05,84.129,84.891,82.223,82.986,60197
2000-07-06,80.699,80.699,76.896,78.42,41471
2000-07-07,78.801,78.801,75.371,75.985,51334
2000-07-10,77.277,77.277,74.92,74.92,50867
2000-07-11,75.371,75.371,73.924,74.609,63933
2000-07-12,74.609,79.564,74.609,78.801,167680
2000-07-13,79.183,79.944,76.896,76.896,114894
2000-07-14,78.42,78.801,76.133,76.514,83612
2000-07-17,76.896,77.277,76.133,77.277,39667
2000-07-18,77.277,81.08,77.277,79.564,86746
2000-07-19,78.801,81.842,78.801,80.318,46535
2000-07-20,81.08,81.08,79.183,79.944,55064
2000-07-21,79.944,79.944,77.658,78.42,81816
2000-07-24,76.896,76.896,74.99,75.674,48541
2000-07-25,73.473,73.473,71.187,72.329,122819
