Date,Open,High,Low,Close
1981-01-16,0.9717,0.9717,0.9717,0.9717
1981-01-19,0.9708,0.9708,0.9708,0.9708
1981-01-20,0.9751,0.9751,0.9751,0.9751
1981-01-21,0.9783,0.9783,0.9783,0.9783
1981-01-22,0.9634,0.9634,0.9634,0.9634
1981-01-23,0.9583,0.9583,0.9583,0.9583
1981-01-26,0.9505,0.9505,0.9505,0.9505
1981-01-27,0.9417,0.9417,0.9417,0.9417
1981-01-28,0.9354,0.9354,0.9354,0.9354
1981-01-29,0.9314,0.9314,0.9314,0.9314
1981-01-30,0.9147,0.9147,0.9147,0.9147
1981-02-02,0.9195,0.9195,0.9195,0.9195
1981-02-03,0.9135,0.9135,0.9135,0.9135
1981-02-04,0.9225,0.9225,0.9225,0.9225
1981-02-05,0.9088,0.9088,0.9088,0.9088
1981-02-06,0.9112,0.9112,0.9112,0.9112
1981-02-09,0.9122,0.9122,0.9122,0.9122
1981-02-10,0.9079,0.9079,0.9079,0.9079
1981-02-11,0.9073,0.9073,0.9073,0.9073
1981-02-13,0.8785,0.8785,0.8785,0.8785
1981-02-17,0.8881,0.8881,0.8881,0.8881
1981-02-18,0.8915,0.8915,0.8915,0.8915
1981-02-19,0.9147,0.9147,0.9147,0.9147
1981-02-20,0.9304,0.9304,0.9304,0.9304
1981-02-23,0.9234,0.9234,0.9234,0.9234
1981-02-24,0.9217,0.9217,0.9217,0.9217
1981-02-25,0.9255,0.9255,0.9255,0.9255
1981-02-26,0.9217,0.9217,0.9217,0.9217
1981-02-27,0.9151,0.9151,0.9151,0.9151
1981-03-02,0.9062,0.9062,0.9062,0.9062
1981-03-03,0.906,0.906,0.906,0.906
1981-03-04,0.9122,0.9122,0.9122,0.9122
1981-03-05,0.9119,0.9119,0.9119,0.9119
1981-03-06,0.913,0.913,0.913,0.913
1981-03-09,0.9249,0.9249,0.9249,0.9249
1981-03-10,0.9253,0.9253,0.9253,0.9253
1981-03-11,0.9217,0.9217,0.9217,0.9217
1981-03-12,0.9229,0.9229,0.9229,0.9229
1981-03-13,0.9245,0.9245,0.9245,0.9245
1981-03-16,0.9323,0.9323,0.9323,0.9323
1981-03-17,0.9341,0.9341,0.9341,0.9341
1981-03-18,0.9488,0.9488,0.9488,0.9488
1981-03-19,0.9514,0.9514,0.9514,0.9514
1981-03-20,0.943,0.943,0.943,0.943
1981-03-23,0.9342,0.9342,0.9342,0.9342
1981-03-24,0.9366,0.9366,0.9366,0.9366
1981-03-25,0.9352,0.9352,0.9352,0.9352
1981-03-26,0.9229,0.9229,0.9229,0.9229
1981-03-27,0.9178,0.9178,0.9178,0.9178
1981-03-30,0.9297,0.9297,0.9297,0.9297
1981-03-31,0.924,0.924,0.924,0.924
1981-04-01,0.9298,0.9298,0.9298,0.9298
1981-04-02,0.9236,0.9236,0.9236,0.9236
1981-04-03,0.9168,0.9168,0.9168,0.9168
1981-04-06,0.9044,0.9044,0.9044,0.9044
1981-04-07,0.9204,0.9204,0.9204,0.9204
1981-04-08,0.9142,0.9142,0.9142,0.9142
1981-04-09,0.9097,0.9097,0.9097,0.9097
1981-04-10,0.9058,0.9058,0.9058,0.9058
1981-04-13,0.8979,0.8979,0.8979,0.8979
1981-04-14,0.9005,0.9005,0.9005,0.9005
1981-04-15,0.8949,0.8949,0.8949,0.8949
1981-04-16,0.8915,0.8915,0.8915,0.8915
1981-04-17,0.8905,0.8905,0.8905,0.8905
1981-04-20,0.8928,0.8928,0.8928,0.8928
1981-04-21,0.894,0.894,0.894,0.894
1981-04-22,0.9016,0.9016,0.9016,0.9016
1981-04-23,0.8966,0.8966,0.8966,0.8966
1981-04-24,0.8956,0.8956,0.8956,0.8956
1981-04-27,0.894,0.894,0.894,0.894
1981-04-28,0.8919,0.8919,0.8919,0.8919
1981-04-29,0.8812,0.8812,0.8812,0.8812
1981-04-30,0.8823,0.8823,0.8823,0.8823
1981-05-01,0.8853,0.8853,0.8853,0.8853
1981-05-04,0.8688,0.8688,0.8688,0.8688
1981-05-05,0.8606,0.8606,0.8606,0.8606
1981-05-06,0.8637,0.8637,0.8637,0.8637
1981-05-07,0.8574,0.8574,0.8574,0.8574
1981-05-08,0.8648,0.8648,0.8648,0.8648
1981-05-11,0.8538,0.8538,0.8538,0.8538
1981-05-12,0.8495,0.8495,0.8495,0.8495
1981-05-13,0.8493,0.8493,0.8493,0.8493
1981-05-14,0.8439,0.8439,0.8439,0.8439
1981-05-15,0.8447,0.8447,0.8447,0.8447
1981-05-18,0.8462,0.8462,0.8462,0.8462
1981-05-19,0.8446,0.8446,0.8446,0.8446
1981-05-20,0.8486,0.8486,0.8486,0.8486
1981-05-21,0.8395,0.8395,0.8395,0.8395
1981-05-22,0.8422,0.8422,0.8422,0.8422
1981-05-26,0.8356,0.8356,0.8356,0.8356
1981-05-27,0.8312,0.8312,0.8312,0.8312
1981-05-28,0.839,0.839,0.839,0.839
1981-05-29,0.837,0.837,0.837,0.837
1981-06-01,0.8352,0.8352,0.8352,0.8352
1981-06-02,0.8226,0.8226,0.8226,0.8226
1981-06-03,0.8262,0.8262,0.8262,0.8262
1981-06-04,0.8079,0.8079,0.8079,0.8079
1981-06-05,0.8089,0.8089,0.8089,0.8089
1981-06-08,0.8109,0.8109,0.8109,0.8109
1981-06-09,0.8116,0.8116,0.8116,0.8116
1981-06-10,0.8222,0.8222,0.8222,0.8222
1981-06-11,0.8111,0.8111,0.8111,0.8111
1981-06-12,0.8143,0.8143,0.8143,0.8143
1981-06-15,0.8313,0.8313,0.8313,0.8313
1981-06-16,0.8308,0.8308,0.8308,0.8308
1981-06-17,0.8303,0.8303,0.8303,0.8303
1981-06-18,0.8222,0.8222,0.8222,0.8222
1981-06-19,0.8203,0.8203,0.8203,0.8203
1981-06-22,0.8254,0.8254,0.8254,0.8254
1981-06-23,0.828,0.828,0.828,0.828
1981-06-24,0.8229,0.8229,0.8229,0.8229
1981-06-25,0.8152,0.8152,0.8152,0.8152
1981-06-26,0.8167,0.8167,0.8167,0.8167
1981-06-29,0.815,0.815,0.815,0.815
1981-06-30,0.8146,0.8146,0.8146,0.8146
1981-07-01,0.8082,0.8082,0.8082,0.8082
1981-07-02,0.8086,0.8086,0.8086,0.8086
1981-07-03,0.8074,0.8074,0.8074,0.8074
1981-07-06,0.7964,0.7964,0.7964,0.7964
1981-07-07,0.7981,0.7981,0.7981,0.7981
1981-07-08,0.7876,0.7876,0.7876,0.7876
1981-07-09,0.791,0.791,0.791,0.791
1981-07-10,0.7998,0.7998,0.7998,0.7998
1981-07-13,0.8048,0.8048,0.8048,0.8048
1981-07-14,0.7967,0.7967,0.7967,0.7967
1981-07-15,0.8098,0.8098,0.8098,0.8098
1981-07-16,0.8091,0.8091,0.8091,0.8091
1981-07-17,0.8037,0.8037,0.8037,0.8037
1981-07-20,0.797,0.797,0.797,0.797
1981-07-21,0.7895,0.7895,0.7895,0.7895
1981-07-22,0.7991,0.7991,0.7991,0.7991
1981-07-23,0.7973,0.7973,0.7973,0.7973
1981-07-24,0.7999,0.7999,0.7999,0.7999
1981-07-27,0.8007,0.8007,0.8007,0.8007
1981-07-28,0.7989,0.7989,0.7989,0.7989
1981-07-29,0.7936,0.7936,0.7936,0.7936
1981-07-30,0.7937,0.7937,0.7937,0.7937
1981-07-31,0.7892,0.7892,0.7892,0.7892
1981-08-03,0.7718,0.7718,0.7718,0.7718
1981-08-04,0.7693,0.7693,0.7693,0.7693
1981-08-05,0.7771,0.7771,0.7771,0.7771
1981-08-06,0.7735,0.7735,0.7735,0.7735
1981-08-07,0.7704,0.7704,0.7704,0.7704
1981-08-10,0.7586,0.7586,0.7586,0.7586
1981-08-11,0.7621,0.7621,0.7621,0.7621
1981-08-12,0.7804,0.7804,0.7804,0.7804
1981-08-13,0.7749,0.7749,0.7749,0.7749
1981-08-14,0.7718,0.7718,0.7718,0.7718
1981-08-17,0.7811,0.7811,0.7811,0.7811
1981-08-18,0.7808,0.7808,0.7808,0.7808
1981-08-19,0.7808,0.7808,0.7808,0.7808
1981-08-20,0.7893,0.7893,0.7893,0.7893
1981-08-21,0.7963,0.7963,0.7963,0.7963
1981-08-24,0.7884,0.7884,0.7884,0.7884
1981-08-25,0.779,0.779,0.779,0.779
1981-08-26,0.7913,0.7913,0.7913,0.7913
1981-08-27,0.7878,0.7878,0.7878,0.7878
1981-08-28,0.7957,0.7957,0.7957,0.7957
1981-08-31,0.7968,0.7968,0.7968,0.7968
1981-09-01,0.794,0.794,0.794,0.794
1981-09-02,0.7992,0.7992,0.7992,0.7992
1981-09-03,0.804,0.804,0.804,0.804
1981-09-04,0.8089,0.8089,0.8089,0.8089
1981-09-08,0.8004,0.8004,0.8004,0.8004
1981-09-09,0.8026,0.8026,0.8026,0.8026
1981-09-10,0.813,0.813,0.813,0.813
1981-09-11,0.8123,0.8123,0.8123,0.8123
1981-09-14,0.8207,0.8207,0.8207,0.8207
