Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
1978-09-19,1.5512,1.5512,1.5512,1.5512
1978-09-20,1.5294,1.5294,1.5294,1.5294
1978-09-21,1.514,1.514,1.514,1.514
1978-09-22,1.5209,1.5209,1.5209,1.5209
1978-09-25,1.5045,1.5045,1.5045,1.5045
1978-09-26,1.4897,1.4897,1.4897,1.4897
1978-09-27,1.5033,1.5033,1.5033,1.5033
1978-09-28,1.5292,1.5292,1.5292,1.5292
1978-09-29,1.5592,1.5592,1.5592,1.5592
1978-10-02,1.6022,1.6022,1.6022,1.6022
1978-10-03,1.6046,1.6046,1.6046,1.6046
1978-10-04,1.6319,1.6319,1.6319,1.6319
1978-10-05,1.6326,1.6326,1.6326,1.6326
1978-10-06,1.6295,1.6295,1.6295,1.6295
1978-10-10,1.6199,1.6199,1.6199,1.6199
1978-10-11,1.6099,1.6099,1.6099,1.6099
1978-10-12,1.6057,1.6057,1.6057,1.6057
1978-10-13,1.6001,1.6001,1.6001,1.6001
1978-10-16,1.6007,1.6007,1.6007,1.6007
1978-10-17,1.6049,1.6049,1.6049,1.6049
1978-10-18,1.6035,1.6035,1.6035,1.6035
1978-10-19,1.6252,1.6252,1.6252,1.6252
1978-10-20,1.6342,1.6342,1.6342,1.6342
1978-10-23,1.6445,1.6445,1.6445,1.6445
1978-10-24,1.6471,1.6471,1.6471,1.6471
1978-10-25,1.6608,1.6608,1.6608,1.6608
1978-10-26,1.6721,1.6721,1.6721,1.6721
1978-10-27,1.6664,1.6664,1.6664,1.6664
1978-10-30,1.6644,1.6644,1.6644,1.6644
1978-10-31,1.6678,1.6678,1.6678,1.6678
1978-11-01,1.6672,1.6672,1.6672,1.6672
1978-11-02,1.67,1.67,1.67,1.67
1978-11-03,1.6708,1.6708,1.6708,1.6708
1978-11-06,1.6878,1.6878,1.6878,1.6878
1978-11-08,1.6796,1.6796,1.6796,1.6796
1978-11-09,1.6824,1.6824,1.6824,1.6824
1978-11-10,1.6794,1.6794,1.6794,1.6794
1978-11-13,1.6834,1.6834,1.6834,1.6834
1978-11-14,1.6864,1.6864,1.6864,1.6864
1978-11-15,1.688,1.688,1.688,1.688
1978-11-16,1.7215,1.7215,1.7215,1.7215
1978-11-17,1.7462,1.7462,1.7462,1.7462
1978-11-20,1.7573,1.7573,1.7573,1.7573
1978-11-21,1.7459,1.7459,1.7459,1.7459
1978-11-22,1.7493,1.7493,1.7493,1.7493
1978-11-24,1.7558,1.7558,1.7558,1.7558
1978-11-27,1.7588,1.7588,1.7588,1.7588
1978-11-28,1.7579,1.7579,1.7579,1.7579
1978-11-29,1.7478,1.7478,1.7478,1.7478
1978-11-30,1.7547,1.7547,1.7547,1.7547
1978-12-01,1.75,1.75,1.75,1.75
1978-12-04,1.7421,1.7421,1.7421,1.7421
1978-12-05,1.7373,1.7373,1.7373,1.7373
1978-12-06,1.7381,1.7381,1.7381,1.7381
1978-12-07,1.7365,1.7365,1.7365,1.7365
1978-12-08,1.7355,1.7355,1.7355,1.7355
1978-12-11,1.7357,1.7357,1.7357,1.7357
1978-12-12,1.7369,1.7369,1.7369,1.7369
1978-12-13,1.7462,1.7462,1.7462,1.7462
1978-12-14,1.7377,1.7377,1.7377,1.7377
1978-12-15,1.7362,1.7362,1.7362,1.7362
1978-12-18,1.7397,1.7397,1.7397,1.7397
1978-12-19,1.7398,1.7398,1.7398,1.7398
1978-12-20,1.7411,1.7411,1.7411,1.7411
1978-12-21,1.7336,1.7336,1.7336,1.7336
1978-12-22,1.7406,1.7406,1.7406,1.7406
1978-12-26,1.7381,1.7381,1.7381,1.7381
1978-12-27,1.7343,1.7343,1.7343,1.7343
1978-12-28,1.7326,1.7326,1.7326,1.7326
1978-12-29,1.7359,1.7359,1.7359,1.7359
1979-01-02,1.7368,1.7368,1.7368,1.7368
1979-01-03,1.7377,1.7377,1.7377,1.7377
1979-01-04,1.7379,1.7379,1.7379,1.7379
1979-01-05,1.7355,1.7355,1.7355,1.7355
1979-01-08,1.7411,1.7411,1.7411,1.7411
1979-01-09,1.7556,1.7556,1.7556,1.7556
1979-01-10,1.7535,1.7535,1.7535,1.7535
1979-01-11,1.7578,1.7578,1.7578,1.7578
1979-01-12,1.7716,1.7716,1.7716,1.7716
1979-01-15,1.7841,1.7841,1.7841,1.7841
1979-01-16,1.7731,1.7731,1.7731,1.7731
1979-01-17,1.7661,1.7661,1.7661,1.7661
1979-01-18,1.7684,1.7684,1.7684,1.7684
1979-01-19,1.7718,1.7718,1.7718,1.7718
1979-01-22,1.7705,1.7705,1.7705,1.7705
1979-01-23,1.7723,1.7723,1.7723,1.7723
1979-01-24,1.7712,1.7712,1.7712,1.7712
1979-01-25,1.775,1.775,1.775,1.775
1979-01-26,1.7741,1.7741,1.7741,1.7741
1979-01-29,1.7682,1.7682,1.7682,1.7682
1979-01-30,1.7691,1.7691,1.7691,1.7691
1979-01-31,1.77,1.77,1.77,1.77
1979-02-01,1.771,1.771,1.771,1.771
1979-02-02,1.7672,1.7672,1.7672,1.7672
1979-02-05,1.7679,1.7679,1.7679,1.7679
1979-02-06,1.7672,1.7672,1.7672,1.7672
1979-02-07,1.759,1.759,1.759,1.759
1979-02-08,1.7502,1.7502,1.7502,1.7502
1979-02-09,1.7555,1.7555,1.7555,1.7555
1979-02-13,1.7513,1.7513,1.7513,1.7513
1979-02-14,1.7599,1.7599,1.7599,1.7599
1979-02-15,1.7544,1.7544,1.7544,1.7544
1979-02-16,1.7599,1.7599,1.7599,1.7599
1979-02-20,1.7568,1.7568,1.7568,1.7568
1979-02-21,1.758,1.758,1.758,1.758
1979-02-22,1.7613,1.7613,1.7613,1.7613
1979-02-23,1.7572,1.7572,1.7572,1.7572
1979-02-26,1.7559,1.7559,1.7559,1.7559
1979-02-27,1.7568,1.7568,1.7568,1.7568
1979-02-28,1.7628,1.7628,1.7628,1.7628
1979-03-01,1.7623,1.7623,1.7623,1.7623
1979-03-02,1.7616,1.7616,1.7616,1.7616
1979-03-05,1.7608,1.7608,1.7608,1.7608
1979-03-06,1.7604,1.7604,1.7604,1.7604
1979-03-07,1.7574,1.7574,1.7574,1.7574
1979-03-08,1.7576,1.7576,1.7576,1.7576
1979-03-09,1.7583,1.7583,1.7583,1.7583
1979-03-12,1.7607,1.7607,1.7607,1.7607
1979-03-13,1.7624,1.7624,1.7624,1.7624
1979-03-14,1.7634,1.7634,1.7634,1.7634
1979-03-15,1.7605,1.7605,1.7605,1.7605
1979-03-16,1.7595,1.7595,1.7595,1.7595
1979-03-19,1.7618,1.7618,1.7618,1.7618
1979-03-20,1.7632,1.7632,1.7632,1.7632
1979-03-21,1.7669,1.7669,1.7669,1.7669
1979-03-22,1.766,1.766,1.766,1.766
1979-03-23,1.7668,1.7668,1.7668,1.7668
1979-03-26,1.7657,1.7657,1.7657,1.7657
1979-03-27,1.7647,1.7647,1.7647,1.7647
1979-03-28,1.7639,1.7639,1.7639,1.7639
1979-03-29,1.7648,1.7648,1.7648,1.7648
1979-03-30,1.7702,1.7702,1.7702,1.7702
1979-04-02,1.7646,1.7646,1.7646,1.7646
1979-04-03,1.7681,1.7681,1.7681,1.7681
1979-04-04,1.7664,1.7664,1.7664,1.7664
1979-04-05,1.7667,1.7667,1.7667,1.7667
1979-04-06,1.7659,1.7659,1.7659,1.7659
1979-04-09,1.7668,1.7668,1.7668,1.7668
1979-04-10,1.7661,1.7661,1.7661,1.7661
1979-04-11,1.7662,1.7662,1.7662,1.7662
1979-04-12,1.7717,1.7717,1.7717,1.7717
1979-04-13,1.7711,1.7711,1.7711,1.7711
1979-04-16,1.7713,1.7713,1.7713,1.7713
1979-04-17,1.7668,1.7668,1.7668,1.7668
1979-04-18,1.7635,1.7635,1.7635,1.7635
1979-04-19,1.7655,1.7655,1.7655,1.7655
1979-04-20,1.7662,1.7662,1.7662,1.7662
1979-04-23,1.766,1.766,1.766,1.766
1979-04-24,1.7659,1.7659,1.7659,1.7659
1979-04-25,1.7662,1.7662,1.7662,1.7662
1979-04-26,1.7657,1.7657,1.7657,1.7657
1979-04-27,1.7643,1.7643,1.7643,1.7643
1979-04-30,1.768,1.768,1.768,1.768
1979-05-01,1.7673,1.7673,1.7673,1.7673
1979-05-02,1.7694,1.7694,1.7694,1.7694
1979-05-03,1.767,1.767,1.767,1.767
1979-05-04,1.7654,1.7654,1.7654,1.7654
1979-05-07,1.7623,1.7623,1.7623,1.7623
1979-05-08,1.7618,1.7618,1.7618,1.7618
1979-05-09,1.762,1.762,1.762,1.762
1979-05-10,1.7654,1.7654,1.7654,1.7654
1979-05-11,1.7661,1.7661,1.7661,1.7661
1979-05-14,1.7645,1.7645,1.7645,1.7645
1979-05-15,1.7664,1.7664,1.7664,1.7664
1979-05-16,1.7672,1.7672,1.7672,1.7672
1979-05-17,1.7666,1.7666,1.7666,1.7666
1979-05-18,1.7665,1.7665,1.7665,1.7665
1979-05-21,1.7674,1.7674,1.7674,1.7674
1979-05-22,1.7669,1.7669,1.7669,1.7669
1979-05-23,1.7669,1.7669,1.7669,1.7669
1979-05-24,1.7673,1.7673,1.7673,1.7673
1979-05-25,1.7653,1.7653,1.7653,1.7653
1979-05-28,1.7669,1.7669,1.7669,1.7669
1979-05-29,1.7682,1.7682,1.7682,1.7682
1979-05-31,1.7621,1.7621,1.7621,1.7621
1979-06-01,1.7638,1.7638,1.7638,1.7638
1979-06-04,1.7634,1.7634,1.7634,1.7634
1979-06-05,1.7654,1.7654,1.7654,1.7654
1979-06-06,1.7669,1.7669,1.7669,1.7669
1979-06-07,1.7654,1.7654,1.7654,1.7654
1979-06-08,1.7651,1.7651,1.7651,1.7651
1979-06-11,1.7663,1.7663,1.7663,1.7663
1979-06-12,1.7685,1.7685,1.7685,1.7685
1979-06-13,1.7667,1.7667,1.7667,1.7667
1979-06-14,1.7659,1.7659,1.7659,1.7659
1979-06-15,1.7543,1.7543,1.7543,1.7543
1979-06-18,1.7639,1.7639,1.7639,1.7639
1979-06-19,1.7578,1.7578,1.7578,1.7578
1979-06-20,1.7548,1.7548,1.7548,1.7548
1979-06-21,1.7429,1.7429,1.7429,1.7429
1979-06-22,1.7385,1.7385,1.7385,1.7385
1979-06-25,1.7426,1.7426,1.7426,1.7426
1979-06-26,1.7518,1.7518,1.7518,1.7518
1979-06-27,1.7526,1.7526,1.7526,1.7526
1979-06-28,1.7511,1.7511,1.7511,1.7511
1979-06-29,1.7557,1.7557,1.7557,1.7557
1979-07-02,1.7537,1.7537,1.7537,1.7537
1979-07-03,1.7564,1.7564,1.7564,1.7564
1979-07-05,1.7591,1.7591,1.7591,1.7591
1979-07-06,1.7666,1.7666,1.7666,1.7666
1979-07-09,1.7633,1.7633,1.7633,1.7633
1979-07-10,1.7659,1.7659,1.7659,1.7659
1979-07-11,1.7658,1.7658,1.7658,1.7658
1979-07-12,1.7675,1.7675,1.7675,1.7675
1979-07-13,1.7688,1.7688,1.7688,1.7688
1979-07-16,1.7642,1.7642,1.7642,1.7642
1979-07-17,1.7588,1.7588,1.7588,1.7588
1979-07-18,1.7594,1.7594,1.7594,1.7594
1979-07-19,1.7628,1.7628,1.7628,1.7628
1979-07-20,1.7613,1.7613,1.7613,1.7613
1979-07-23,1.7575,1.7575,1.7575,1.7575
1979-07-24,1.7604,1.7604,1.7604,1.7604
1979-07-25,1.7716,1.7716,1.7716,1.7716
1979-07-26,1.7628,1.7628,1.7628,1.7628
1979-07-27,1.7613,1.7613,1.7613,1.7613
1979-07-30,1.7636,1.7636,1.7636,1.7636
1979-07-31,1.7645,1.7645,1.7645,1.7645
1979-08-01,1.767,1.767,1.767,1.767
1979-08-02,1.7678,1.7678,1.7678,1.7678
1979-08-03,1.7668,1.7668,1.7668,1.7668
1979-08-06,1.7651,1.7651,1.7651,1.7651
1979-08-07,1.7664,1.7664,1.7664,1.7664
1979-08-08,1.7675,1.7675,1.7675,1.7675
1979-08-09,1.766,1.766,1.766,1.766
1979-08-10,1.7619,1.7619,1.7619,1.7619
1979-08-13,1.7642,1.7642,1.7642,1.7642
1979-08-14,1.7638,1.7638,1.7638,1.7638
1979-08-15,1.763,1.763,1.763,1.763
1979-08-16,1.7651,1.7651,1.7651,1.7651
1979-08-17,1.7654,1.7654,1.7654,1.7654
1979-08-20,1.7679,1.7679,1.7679,1.7679
1979-08-21,1.7655,1.7655,1.7655,1.7655
1979-08-22,1.7664,1.7664,1.7664,1.7664
1979-08-23,1.7666,1.7666,1.7666,1.7666
1979-08-24,1.7659,1.7659,1.7659,1.7659
1979-08-27,1.7691,1.7691,1.7691,1.7691
1979-08-28,1.7692,1.7692,1.7692,1.7692
1979-08-29,1.7708,1.7708,1.7708,1.7708
1979-08-30,1.7688,1.7688,1.7688,1.7688
1979-08-31,1.77,1.77,1.77,1.77
1979-09-04,1.7706,1.7706,1.7706,1.7706
1979-09-05,1.7715,1.7715,1.7715,1.7715
1979-09-06,1.7633,1.7633,1.7633,1.7633
1979-09-07,1.7555,1.7555,1.7555,1.7555
1979-09-10,1.7535,1.7535,1.7535,1.7535
1979-09-11,1.7588,1.7588,1.7588,1.7588
1979-09-12,1.7546,1.7546,1.7546,1.7546
1979-09-13,1.757,1.757,1.757,1.757
1979-09-14,1.7573,1.7573,1.7573,1.7573
1979-09-17,1.7563,1.7563,1.7563,1.7563
1979-09-18,1.7526,1.7526,1.7526,1.7526
1979-09-19,1.7512,1.7512,1.7512,1.7512
1979-09-20,1.7438,1.7438,1.7438,1.7438
1979-09-21,1.7367,1.7367,1.7367,1.7367
1979-09-24,1.7384,1.7384,1.7384,1.7384
1979-09-25,1.7378,1.7378,1.7378,1.7378
1979-09-26,1.7436,1.7436,1.7436,1.7436
1979-09-27,1.7377,1.7377,1.7377,1.7377
1979-09-28,1.7403,1.7403,1.7403,1.7403
1979-10-01,1.7359,1.7359,1.7359,1.7359
1979-10-02,1.7409,1.7409,1.7409,1.7409
1979-10-03,1.7515,1.7515,1.7515,1.7515
1979-10-04,1.7516,1.7516,1.7516,1.7516
1979-10-05,1.753,1.753,1.753,1.753
1979-10-09,1.7587,1.7587,1.7587,1.7587
1979-10-10,1.7653,1.7653,1.7653,1.7653
1979-10-11,1.7644,1.7644,1.7644,1.7644
1979-10-12,1.7661,1.7661,1.7661,1.7661
1979-10-15,1.7718,1.7718,1.7718,1.7718
1979-10-16,1.7747,1.7747,1.7747,1.7747
1979-10-17,1.7875,1.7875,1.7875,1.7875
1979-10-18,1.7812,1.7812,1.7812,1.7812
1979-10-19,1.7834,1.7834,1.7834,1.7834
1979-10-22,1.8004,1.8004,1.8004,1.8004
1979-10-23,1.8044,1.8044,1.8044,1.8044
1979-10-24,1.7925,1.7925,1.7925,1.7925
1979-10-25,1.7928,1.7928,1.7928,1.7928
1979-10-26,1.8044,1.8044,1.8044,1.8044
1979-10-29,1.8102,1.8102,1.8102,1.8102
1979-10-30,1.8068,1.8068,1.8068,1.8068
1979-10-31,1.795,1.795,1.795,1.795
1979-11-01,1.7902,1.7902,1.7902,1.7902
1979-11-02,1.7866,1.7866,1.7866,1.7866
1979-11-05,1.7921,1.7921,1.7921,1.7921
1979-11-07,1.7841,1.7841,1.7841,1.7841
1979-11-08,1.7904,1.7904,1.7904,1.7904
1979-11-09,1.796,1.796,1.796,1.796
1979-11-13,1.8025,1.8025,1.8025,1.8025
1979-11-14,1.8022,1.8022,1.8022,1.8022
1979-11-15,1.8115,1.8115,1.8115,1.8115
1979-11-16,1.8081,1.8081,1.8081,1.8081
1979-11-19,1.8148,1.8148,1.8148,1.8148
1979-11-20,1.8175,1.8175,1.8175,1.8175
1979-11-21,1.8213,1.8213,1.8213,1.8213
1979-11-23,1.8301,1.8301,1.8301,1.8301
1979-11-26,1.8424,1.8424,1.8424,1.8424
1979-11-27,1.8399,1.8399,1.8399,1.8399
1979-11-28,1.8269,1.8269,1.8269,1.8269
1979-11-29,1.8175,1.8175,1.8175,1.8175
1979-11-30,1.8013,1.8013,1.8013,1.8013
1979-12-03,1.7863,1.7863,1.7863,1.7863
1979-12-04,1.7958,1.7958,1.7958,1.7958
1979-12-05,1.7977,1.7977,1.7977,1.7977
1979-12-06,1.7946,1.7946,1.7946,1.7946
1979-12-07,1.7976,1.7976,1.7976,1.7976
1979-12-10,1.7965,1.7965,1.7965,1.7965
1979-12-11,1.7959,1.7959,1.7959,1.7959
1979-12-12,1.7951,1.7951,1.7951,1.7951
1979-12-13,1.7977,1.7977,1.7977,1.7977
1979-12-14,1.8029,1.8029,1.8029,1.8029
1979-12-17,1.8033,1.8033,1.8033,1.8033
1979-12-18,1.8095,1.8095,1.8095,1.8095
1979-12-19,1.8025,1.8025,1.8025,1.8025
1979-12-20,1.8,1.8,1.8,1.8
1979-12-21,1.8037,1.8037,1.8037,1.8037
1979-12-24,1.7998,1.7998,1.7998,1.7998
1979-12-26,1.7894,1.7894,1.7894,1.7894
1979-12-27,1.7938,1.7938,1.7938,1.7938
1979-12-28,1.8023,1.8023,1.8023,1.8023
1979-12-31,1.8021,1.8021,1.8021,1.8021
1980-01-02,1.7954,1.7954,1.7954,1.7954
1980-01-03,1.792,1.792,1.792,1.792
1980-01-04,1.7941,1.7941,1.7941,1.7941
1980-01-07,1.7926,1.7926,1.7926,1.7926
1980-01-08,1.7954,1.7954,1.7954,1.7954
1980-01-09,1.7927,1.7927,1.7927,1.7927
1980-01-10,1.7937,1.7937,1.7937,1.7937
1980-01-11,1.7935,1.7935,1.7935,1.7935
1980-01-14,1.7958,1.7958,1.7958,1.7958
1980-01-15,1.8002,1.8002,1.8002,1.8002
1980-01-16,1.7956,1.7956,1.7956,1.7956
1980-01-17,1.8024,1.8024,1.8024,1.8024
1980-01-18,1.8026,1.8026,1.8026,1.8026
1980-01-21,1.8094,1.8094,1.8094,1.8094
1980-01-22,1.81,1.81,1.81,1.81
1980-01-23,1.8107,1.8107,1.8107,1.8107
1980-01-24,1.8114,1.8114,1.8114,1.8114
1980-01-25,1.8149,1.8149,1.8149,1.8149
1980-01-28,1.8155,1.8155,1.8155,1.8155
1980-01-29,1.8155,1.8155,1.8155,1.8155
1980-01-30,1.8203,1.8203,1.8203,1.8203
1980-01-31,1.832,1.832,1.832,1.832
1980-02-01,1.8266,1.8266,1.8266,1.8266
1980-02-04,1.8261,1.8261,1.8261,1.8261
1980-02-05,1.8199,1.8199,1.8199,1.8199
1980-02-06,1.8072,1.8072,1.8072,1.8072
1980-02-07,1.8128,1.8128,1.8128,1.8128
1980-02-08,1.8152,1.8152,1.8152,1.8152
1980-02-11,1.8134,1.8134,1.8134,1.8134
1980-02-13,1.8132,1.8132,1.8132,1.8132
1980-02-14,1.8164,1.8164,1.8164,1.8164
1980-02-15,1.8243,1.8243,1.8243,1.8243
1980-02-19,1.8281,1.8281,1.8281,1.8281
1980-02-20,1.8341,1.8341,1.8341,1.8341
1980-02-21,1.8311,1.8311,1.8311,1.8311
1980-02-22,1.8428,1.8428,1.8428,1.8428
1980-02-25,1.8483,1.8483,1.8483,1.8483
1980-02-26,1.8474,1.8474,1.8474,1.8474
1980-02-27,1.847,1.847,1.847,1.847
1980-02-28,1.8487,1.8487,1.8487,1.8487
1980-02-29,1.8683,1.8683,1.8683,1.8683
1980-03-03,1.8758,1.8758,1.8758,1.8758
1980-03-04,1.8743,1.8743,1.8743,1.8743
1980-03-05,1.8651,1.8651,1.8651,1.8651
1980-03-06,1.8632,1.8632,1.8632,1.8632
1980-03-07,1.8622,1.8622,1.8622,1.8622
1980-03-10,1.8698,1.8698,1.8698,1.8698
1980-03-11,1.8668,1.8668,1.8668,1.8668
1980-03-12,1.866,1.866,1.866,1.866
1980-03-13,1.8671,1.8671,1.8671,1.8671
1980-03-14,1.866,1.866,1.866,1.866
1980-03-17,1.8607,1.8607,1.8607,1.8607
1980-03-18,1.8505,1.8505,1.8505,1.8505
1980-03-19,1.8465,1.8465,1.8465,1.8465
1980-03-20,1.8417,1.8417,1.8417,1.8417
1980-03-21,1.8474,1.8474,1.8474,1.8474
1980-03-24,1.8479,1.8479,1.8479,1.8479
1980-03-25,1.8479,1.8479,1.8479,1.8479
1980-03-26,1.845,1.845,1.845,1.845
1980-03-27,1.8577,1.8577,1.8577,1.8577
1980-03-28,1.8497,1.8497,1.8497,1.8497
1980-03-31,1.8501,1.8501,1.8501,1.8501
1980-04-01,1.8533,1.8533,1.8533,1.8533
1980-04-02,1.8518,1.8518,1.8518,1.8518
1980-04-03,1.8507,1.8507,1.8507,1.8507
1980-04-04,1.8512,1.8512,1.8512,1.8512
1980-04-07,1.8535,1.8535,1.8535,1.8535
1980-04-08,1.8498,1.8498,1.8498,1.8498
1980-04-09,1.8429,1.8429,1.8429,1.8429
1980-04-10,1.8234,1.8234,1.8234,1.8234
1980-04-11,1.8168,1.8168,1.8168,1.8168
1980-04-14,1.8163,1.8163,1.8163,1.8163
1980-04-15,1.821,1.821,1.821,1.821
1980-04-16,1.8149,1.8149,1.8149,1.8149
1980-04-17,1.8241,1.8241,1.8241,1.8241
1980-04-18,1.8303,1.8303,1.8303,1.8303
1980-04-21,1.8189,1.8189,1.8189,1.8189
1980-04-22,1.8268,1.8268,1.8268,1.8268
1980-04-23,1.8175,1.8175,1.8175,1.8175
1980-04-24,1.8226,1.8226,1.8226,1.8226
1980-04-25,1.8223,1.8223,1.8223,1.8223
1980-04-28,1.8127,1.8127,1.8127,1.8127
1980-04-29,1.8129,1.8129,1.8129,1.8129
1980-04-30,1.8068,1.8068,1.8068,1.8068
1980-05-01,1.8052,1.8052,1.8052,1.8052
1980-05-02,1.8128,1.8128,1.8128,1.8128
1980-05-05,1.8054,1.8054,1.8054,1.8054
1980-05-06,1.8006,1.8006,1.8006,1.8006
1980-05-07,1.8022,1.8022,1.8022,1.8022
1980-05-08,1.8074,1.8074,1.8074,1.8074
1980-05-09,1.8104,1.8104,1.8104,1.8104
1980-05-12,1.809,1.809,1.809,1.809
1980-05-13,1.812,1.812,1.812,1.812
1980-05-14,1.8094,1.8094,1.8094,1.8094
1980-05-15,1.8124,1.8124,1.8124,1.8124
1980-05-16,1.8166,1.8166,1.8166,1.8166
1980-05-19,1.8138,1.8138,1.8138,1.8138
1980-05-20,1.8166,1.8166,1.8166,1.8166
1980-05-21,1.8131,1.8131,1.8131,1.8131
1980-05-22,1.8107,1.8107,1.8107,1.8107
1980-05-23,1.8092,1.8092,1.8092,1.8092
1980-05-27,1.812,1.812,1.812,1.812
1980-05-28,1.8101,1.8101,1.8101,1.8101
1980-05-29,1.8126,1.8126,1.8126,1.8126
1980-05-30,1.8225,1.8225,1.8225,1.8225
1980-06-02,1.8161,1.8161,1.8161,1.8161
1980-06-03,1.8169,1.8169,1.8169,1.8169
1980-06-04,1.8108,1.8108,1.8108,1.8108
1980-06-05,1.8108,1.8108,1.8108,1.8108
1980-06-06,1.7999,1.7999,1.7999,1.7999
1980-06-09,1.7958,1.7958,1.7958,1.7958
1980-06-10,1.7962,1.7962,1.7962,1.7962
1980-06-11,1.7994,1.7994,1.7994,1.7994
1980-06-12,1.796,1.796,1.796,1.796
1980-06-13,1.7928,1.7928,1.7928,1.7928
1980-06-16,1.8026,1.8026,1.8026,1.8026
1980-06-17,1.8031,1.8031,1.8031,1.8031
1980-06-18,1.7948,1.7948,1.7948,1.7948
1980-06-19,1.8076,1.8076,1.8076,1.8076
1980-06-20,1.8002,1.8002,1.8002,1.8002
1980-06-23,1.8037,1.8037,1.8037,1.8037
1980-06-24,1.807,1.807,1.807,1.807
1980-06-25,1.8066,1.8066,1.8066,1.8066
1980-06-26,1.8002,1.8002,1.8002,1.8002
1980-06-27,1.7997,1.7997,1.7997,1.7997
1980-06-30,1.8018,1.8018,1.8018,1.8018
1980-07-01,1.8006,1.8006,1.8006,1.8006
1980-07-02,1.7961,1.7961,1.7961,1.7961
1980-07-03,1.7913,1.7913,1.7913,1.7913
1980-07-07,1.7803,1.7803,1.7803,1.7803
1980-07-08,1.7834,1.7834,1.7834,1.7834
1980-07-09,1.7874,1.7874,1.7874,1.7874
1980-07-10,1.7898,1.7898,1.7898,1.7898
1980-07-11,1.7892,1.7892,1.7892,1.7892
1980-07-14,1.7949,1.7949,1.7949,1.7949
1980-07-15,1.7965,1.7965,1.7965,1.7965
1980-07-16,1.7945,1.7945,1.7945,1.7945
1980-07-17,1.7941,1.7941,1.7941,1.7941
1980-07-18,1.7979,1.7979,1.7979,1.7979
1980-07-21,1.7947,1.7947,1.7947,1.7947
1980-07-22,1.7925,1.7925,1.7925,1.7925
1980-07-23,1.7941,1.7941,1.7941,1.7941
1980-07-24,1.7924,1.7924,1.7924,1.7924
1980-07-25,1.7936,1.7936,1.7936,1.7936
1980-07-28,1.808,1.808,1.808,1.808
1980-07-29,1.8004,1.8004,1.8004,1.8004
1980-07-30,1.8093,1.8093,1.8093,1.8093
1980-07-31,1.8052,1.8052,1.8052,1.8052
1980-08-01,1.8086,1.8086,1.8086,1.8086
1980-08-04,1.8023,1.8023,1.8023,1.8023
1980-08-05,1.8001,1.8001,1.8001,1.8001
1980-08-06,1.7972,1.7972,1.7972,1.7972
1980-08-07,1.7995,1.7995,1.7995,1.7995
1980-08-08,1.805,1.805,1.805,1.805
1980-08-11,1.8054,1.8054,1.8054,1.8054
1980-08-12,1.7977,1.7977,1.7977,1.7977
1980-08-13,1.7989,1.7989,1.7989,1.7989
1980-08-14,1.7957,1.7957,1.7957,1.7957
1980-08-15,1.7947,1.7947,1.7947,1.7947
1980-08-18,1.7987,1.7987,1.7987,1.7987
1980-08-19,1.7995,1.7995,1.7995,1.7995
1980-08-20,1.8,1.8,1.8,1.8
1980-08-21,1.799,1.799,1.799,1.799
1980-08-22,1.8066,1.8066,1.8066,1.8066
1980-08-25,1.8042,1.8042,1.8042,1.8042
1980-08-26,1.7989,1.7989,1.7989,1.7989
1980-08-27,1.8,1.8,1.8,1.8
1980-08-28,1.7949,1.7949,1.7949,1.7949
1980-08-29,1.7946,1.7946,1.7946,1.7946
1980-09-02,1.7944,1.7944,1.7944,1.7944
1980-09-03,1.7889,1.7889,1.7889,1.7889
1980-09-04,1.789,1.789,1.789,1.789
1980-09-05,1.7893,1.7893,1.7893,1.7893
1980-09-08,1.7844,1.7844,1.7844,1.7844
1980-09-09,1.7871,1.7871,1.7871,1.7871
1980-09-10,1.7874,1.7874,1.7874,1.7874
1980-09-11,1.7868,1.7868,1.7868,1.7868
1980-09-12,1.7865,1.7865,1.7865,1.7865
1980-09-15,1.7853,1.7853,1.7853,1.7853
1980-09-16,1.786,1.786,1.786,1.786
1980-09-17,1.785,1.785,1.785,1.785
1980-09-18,1.7869,1.7869,1.7869,1.7869
1980-09-19,1.7875,1.7875,1.7875,1.7875
1980-09-22,1.7894,1.7894,1.7894,1.7894
1980-09-23,1.7883,1.7883,1.7883,1.7883
1980-09-24,1.7867,1.7867,1.7867,1.7867
1980-09-25,1.7838,1.7838,1.7838,1.7838
1980-09-26,1.7808,1.7808,1.7808,1.7808
1980-09-29,1.7789,1.7789,1.7789,1.7789
1980-09-30,1.7789,1.7789,1.7789,1.7789
1980-10-01,1.7706,1.7706,1.7706,1.7706
1980-10-02,1.7716,1.7716,1.7716,1.7716
1980-10-03,1.7717,1.7717,1.7717,1.7717
1980-10-06,1.7703,1.7703,1.7703,1.7703
1980-10-07,1.7702,1.7702,1.7702,1.7702
1980-10-08,1.7712,1.7712,1.7712,1.7712
1980-10-09,1.7675,1.7675,1.7675,1.7675
1980-10-10,1.7685,1.7685,1.7685,1.7685
1980-10-14,1.7652,1.7652,1.7652,1.7652
1980-10-15,1.7598,1.7598,1.7598,1.7598
1980-10-16,1.761,1.761,1.761,1.761
1980-10-17,1.7536,1.7536,1.7536,1.7536
1980-10-20,1.7336,1.7336,1.7336,1.7336
